run-id,timestamp,config-id,question-id,repeat,dataset,source,question-tags,status,clarification-rounds,terminal-clarification?,grounding-mode,answer-substring-hit?,answer-judge-verdict,answer-judge-score,answer-judge-rationale,answer-judge-model,task-difficulty,task-difficulty-rationale,recall-at-5,recall-at-10,recall-at-20,citation-recall,golden-in-search-pool?,golden-pool-rank,golden-in-display?,golden-display-rank,golden-read?,golden-features,pool-head,search-passes,issued-queries,insufficiency-fired?,refinement-corpus-grounded?,enrichment-hits,n-retrieved,n-cited,n-expected,retrieved-chunk-ids,cited-chunk-ids,expected-chunk-ids,elapsed-ms,prompt-tokens,completion-tokens,total-tokens,cached-tokens,llm-calls,reasoning-tokens,finish-reason,length-finish?,empty?,steps-executed,response,error
1e35bf88-1ff3-4f44-b969-7be3a87d0492,2026-06-07T18:50:51.928041Z,control,ue-broker-03-store-filer-virusskann,0,public-docs,new,"altinn-broker,hard",complete,0,false,chunks+answer,true,,,,,,,0.0,0.0,0.0,0.0,true,57,false,,false,"df9c39f17a534 R— P2.2 h2.0 or0.8 L693 0/? ty:hypothetical-questions+phrase b[0.0,0.0,0.0,0.1,0.0,0.0] +q | Very large files","d0fd4df1a9003 R21.4 P4.7 h4.0 or1.2 L2833 1/? ty:content+hypothetical-questions+metadata+phrase b[0.0,0.0,0.0,0.5,0.1,0.0] +q | News ;; d479e27df943e R21.0 P3.7 h3.0 or1.8 L2440 0/? ty:content+hypothetical-questions+phrase b[0.0,0.0,0.0,0.4,0.0,0.0] +q | What do you get ;; d375dd431865e R18.7 P2.6 h2.0 or1.2 L1034 2/? ty:content+phrase b[0.0,0.0,0.0,0.4,0.0,0.0] | Send files ;; d9ef4ca9820a6 R17.8 P3.7 h3.0 or1.3 L1503 1/? ty:content+metadata+phrase b[0.0,0.0,0.0,0.5,0.1,0.0] | Attachments ;; d9ef4ca9820a6 R17.3 P2.6 h2.0 or1.0 L4006 3/? ty:content+metadata b[0.0,0.0,0.0,0.4,0.1,0.0] | Attachments ;; dfc4f74301e59 R16.8 P3.5 h3.0 or1.2 L1362 2/? ty:content+hypothetical-questions+phrase b[0.0,0.0,0.0,0.4,0.0,0.0] +q | Basic concepts ;; db55635ab8974 R16.5 P4.7 h4.0 or1.7 L1424 2/? ty:content+hypothetical-questions+metadata+phrase b[0.0,0.0,0.0,0.5,0.1,0.0] +q | About ;; d59eb44ef4209 R16.4 P2.5 h2.0 or0.5 L6916 2/? ty:content+phrase b[0.0,0.0,0.0,0.4,0.0,0.0] | Fileuploadwithtag",1,what is altinn broker maximum file size for uploads larger than 2gb | file upload accepted attachment types max file size in mb | limited to 2gb file size | altinn broker gb limit | Altinn Broker filstørrelse begrensning,false,,54,3,0,1,7fcc0669c880;0127378417da;050f67e402d9,,462659d19025,116881,13051,1307,14358,0,4,666,stop,false,false,3,"

Basert på dokumentasjonen fra Altinn Broker kan jeg gi følgende svar:

## Filstørrelsesbegrensninger i Altinn Broker

**Ja, du kan sende filer større enn 2 GB gjennom Altinn Broker.** De maksimale begrensningene er:

| Scenario | Maksimalt size |
|----------|----------------|
| **Uten virus scanning** | Opptil **1600 GB** |
| **Med virus scanning** | Opptil **2 GB** |

### API-oppfordring å være klar over

Når du bruker REST-endepunktene for filopplastning, må du velge riktig metode:

- **`POST /broker/api/v1/filetransfer/upload`** – Dette endepunktet initialiserer og laster opp fila i én operasjon. Den er **begrenset til 2 GB**.
  
- For **større filer anbefales det å bruke streaming-endepunktet**, der du initialiserer og laster opp i to separate operasjoner – dette gir bedre ytelse og …",
7ee1f60c-3ae4-4802-b952-e791567e77dc,2026-06-07T18:52:12.167313Z,snippet-A,ue-broker-03-store-filer-virusskann,0,public-docs,new,"altinn-broker,hard",complete,0,false,chunks+answer,true,,,,,,,0.0,0.0,0.0,0.0,true,100,false,,false,"df9c39f17a534 R— P1.0 h1.0 or0.1 L693 0/? ty:hypothetical-questions b[0.0,0.0,0.0,0.0,0.0,0.0] +q | Very large files","d9ef4ca9820a6 R19.5 P2.3 h2.0 or0.2 L4006 3/? ty:metadata+phrase b[0.0,0.0,0.0,0.1,0.1,0.0] | Attachments ;; d9ef4ca9820a6 R19.2 P2.4 h2.0 or0.7 L1503 1/? ty:metadata+phrase b[0.0,0.0,0.0,0.1,0.1,0.0] | Attachments ;; db6c43b81c669 R18.2 P2.5 h2.0 or1.0 L2528 2/? ty:content+hypothetical-questions b[0.0,0.0,0.0,0.4,0.0,0.0] +q | Technical overview ;; de960d2f402e0 R17.8 P2.5 h2.0 or0.4 L1519 2/? ty:content+phrase b[0.0,0.0,0.0,0.4,0.0,0.0] | Getting started ;; d80777fb563b1 R17.4 P2.2 h2.0 or0.1 L899 1/? ty:metadata+phrase b[0.0,0.0,0.0,0.1,0.0,0.0] | What do you get ;; d479e27df943e R15.9 P2.1 h2.0 or0.1 L2440 0/? ty:hypothetical-questions+phrase b[0.0,0.0,0.0,0.1,0.0,0.0] +q | What do you get ;; d375dd431865e R15.8 P2.2 h2.0 or0.3 L1034 2/? ty:hypothetical-questions+phrase b[0.0,0.0,0.0,0.1,0.0,0.0] +q | Send files ;; d5d4887260704 R15.7 P2.6 h2.0 or1.6 L5841 1/? ty:content+phrase b[0.0,0.0,0.0,0.4,0.0,0.0] | Components",1,max size altinn broker attachment upload limit | file store maximum allowed size | attestationer filstørrelse størrelsesgrenser | attachment accepted types max number attachments,false,,68,1,1,1,c5abb06660fa,c5abb06660fa,462659d19025,80236,8034,426,8460,0,3,267,tool_calls,false,false,3,"

Yes, you can send files larger than the default 2 GB limit through Altinn Broker, provided that virus scanning has been disabled on the relevant service/resource [1]. However, disabling virus scanning requires prior approval from the provider to mitigate potential legal risks [1].

Regarding the maximum file size, the documentation defines different scopes rather than a single fixed cap:
- The **theoretical maximum** is explicitly stated as 1.6 TB [1].
- In practice, regular testing and standard support only cover files up to 100 GB [1].
- If you need to handle files larger than the 1.6 TB theoretical limit, custom technical adjustments can be made upon request [1].

Therefore, while the stated upper boundary is theoretically 1.6 TB, your practical maximum depends on whether pre-approval…",
a28a8be7-bf32-4f65-8e85-f3ce802c0fc0,2026-06-07T18:53:57.402147Z,snippet-AB,ue-broker-03-store-filer-virusskann,0,public-docs,new,"altinn-broker,hard",complete,0,false,chunks+answer,true,,,,,,,1.0,1.0,1.0,1.0,true,4,true,4,true,"df9c39f17a534 R18.6 P2.2 h2.0 or0.7 L693 0/? ty:hypothetical-questions+phrase b[0.0,0.0,0.0,0.1,0.0,0.0] +q | Very large files","d479e27df943e R20.8 P3.7 h3.0 or1.7 L2440 0/? ty:content+hypothetical-questions+phrase b[0.0,0.0,0.0,0.4,0.0,0.0] +q | What do you get ;; db6c43b81c669 R19.3 P3.5 h3.0 or0.4 L2528 2/? ty:content+hypothetical-questions+phrase b[0.0,0.0,0.0,0.4,0.0,0.0] +q | Technical overview ;; d9ef4ca9820a6 R19.1 P2.6 h2.0 or0.9 L1503 1/? ty:content+phrase b[0.0,0.0,0.0,0.4,0.1,0.0] | Attachments",1,what is altinn broker maximum file size limit and upload constraints | limited to 2gb file size | maximum file size | altinn broker file store | receiving files using altinn broker | send files using altinn broker,false,,56,2,2,1,050f67e402d9;462659d19025,050f67e402d9;462659d19025,462659d19025,105232,8099,514,8613,0,3,294,tool_calls,false,false,3,"

Based on the provided documentation:

* **Sending files larger than 2 GB:** Yes, but it requires configuration and approval. By default, Broker restricts file transfers to a maximum of 2 GB due to virus scanning limitations `[[1], [2]]`. To enable transfers above this limit, you must disable the virus scan for your resource/endpoint and obtain pre-approval from Altinn before doing so, as required to mitigate potential legal risks `[[2]]`.

* **Maximum file size:** The documentation distinguishes between three different thresholds depending on how they are defined:
  * **Default operation limit:** 2 GB per upload request under standard settings due to scanning constraints `[[1], [2]]`.
  * **Regularly benchmarked/production-tested limit:** After disabling the virus scan, files up to 100 G…",
3c5e4be8-c24e-4733-8a34-e0d1ed09cbac,2026-06-07T18:55:39.031319Z,control,ue-broker-03-store-filer-virusskann,1,public-docs,new,"altinn-broker,hard",complete,0,false,chunks+answer,true,,,,,,,0.0,0.0,0.0,0.0,true,38,false,,false,"df9c39f17a534 R10.5 P2.2 h2.0 or0.9 L693 0/? ty:hypothetical-questions+phrase b[0.0,0.0,0.0,0.1,0.0,0.0] +q | Very large files","db55635ab8974 R21.1 P3.3 h3.0 or1.0 L1198 1/? ty:hypothetical-questions+metadata+phrase b[0.0,0.0,0.0,0.1,0.1,0.0] +q | About ;; d17d3c3058f6c R20.6 P2.5 h2.0 or0.7 L498 1/? ty:content+phrase b[0.0,0.0,0.0,0.4,0.0,0.0] | Service owner ;; d910e06f25460 R19.9 P2.5 h2.0 or0.8 L2227 7/? ty:content+phrase b[0.0,0.0,0.0,0.4,0.0,0.0] | Solution architecture ;; db55635ab8974 R19.8 P3.3 h3.0 or1.2 L1424 2/? ty:hypothetical-questions+metadata+phrase b[0.0,0.0,0.0,0.1,0.1,0.0] +q | About ;; d0fd4df1a9003 R19.7 P4.7 h4.0 or1.3 L2833 1/? ty:content+hypothetical-questions+metadata+phrase b[0.0,0.0,0.0,0.5,0.1,0.0] +q | News ;; d8ee3ca463f94 R19.6 P2.5 h2.0 or0.7 L856 0/? ty:content+phrase b[0.0,0.0,0.0,0.4,0.0,0.0] | Security ;; dfc4f74301e59 R19.6 P2.4 h2.0 or0.7 L1902 0/? ty:content+hypothetical-questions b[0.0,0.0,0.0,0.4,0.0,0.0] +q | Basic concepts ;; d479e27df943e R19.6 P3.5 h3.0 or1.1 L2440 0/? ty:content+hypothetical-questions+phrase b[0.0,0.0,0.0,0.4,0.0,0.0] +q | What do you get",1,Altinn Broker filstørrelse | maximum file size Altinn Broker | broker max fileSize limit,false,,25,4,0,1,7fcc0669c880;ffa886c75d0a;0127378417da;14d38d41ea63,,462659d19025,101627,10981,1004,11985,0,3,551,stop,false,false,3,"

Based on the documentation I retrieved:

## Filstørrelsesbegrensninger i Altinn Broker

**Nåværende støtte:**
- **Uten antivirus-vurdering:** Filer opptil **1600 GB** støttes
- **Med virus scanning (avsporing):** Maksimum **2 GB**

Så ja, du kan sende filer større enn 2GB gjennom Altinn Broker – dersom funksjonen for antivirus-vurdering ikke er aktivert. Men hvis du trenger antivirus-sjekking, er den nåværende grensen på 2GB per overføring.

### Fremtidig forbedring
Ifølge dokumentasjonen er det planlagt støtte for filer større enn 2 GB (opp til **100 GB eller mer**) med forventet leveranse i **Q4 2025**. Dette kan indikere at begrensningen ved virus scanning vil bli hevet, slik at man også får antivirus-sjekking på svært store filer.

Referanser:
- *What do you get*: ""The system support…",
90b3f0f3-8ea1-480e-b34e-71ecdb67459d,2026-06-07T18:58:36.203111Z,snippet-A,ue-broker-03-store-filer-virusskann,1,public-docs,new,"altinn-broker,hard",complete,0,false,chunks+answer,true,,,,,,,0.0,0.0,0.0,0.0,true,39,false,,false,"df9c39f17a534 R11.0 P2.5 h2.0 or0.8 L693 0/? ty:content+hypothetical-questions b[0.0,0.0,0.0,0.4,0.0,0.0] +q | Very large files","d1d3821bf607c R18.0 P2.5 h2.0 or0.3 L2782 0/? ty:content+phrase b[0.0,0.0,0.0,0.4,0.0,0.0] | Events ;; d8d357da24ff4 R17.9 P4.7 h4.0 or1.2 L476 3/? ty:content+hypothetical-questions+metadata+phrase b[0.0,0.0,0.0,0.5,0.1,0.0] +q | Service owner ;; d86fb40b81a01 R17.0 P1.5 h1.0 or0.3 L488 3/? ty:content b[0.0,0.0,0.0,0.4,0.1,0.0] | Service owner ;; d8ef3bcbb74d5 R16.8 P2.5 h2.0 or0.9 L2006 3/? ty:content+phrase b[0.0,0.0,0.0,0.4,0.0,0.0] | System interfaces ;; d4723f71d82f9 R16.7 P2.5 h2.0 or0.7 L1793 3/? ty:content+phrase b[0.0,0.0,0.0,0.4,0.0,0.0] | System interfaces ;; d4723f71d82f9 R16.6 P2.5 h2.0 or0.8 L1878 0/? ty:content+phrase b[0.0,0.0,0.0,0.4,0.0,0.0] | System interfaces ;; d8d357da24ff4 R16.6 P2.2 h2.0 or0.5 L603 2/? ty:metadata+phrase b[0.0,0.0,0.0,0.1,0.0,0.0] | Service owner ;; db6c43b81c669 R16.3 P2.6 h2.0 or1.4 L2528 2/? ty:content+phrase b[0.0,0.0,0.0,0.4,0.0,0.0] | Technical overview",2,Altinn Broker max filstørrelse maximum file size limit | altinn broker 2GB grense begrensning | file store altinn storage capacity | Altinn Broker Resource maxFileSize configuration appmetadata.json | altinn broker file size limit megabyte GB resource files settings limits storage quotas capacity upload download | broker metadatastorage maximum size per document,false,false,62,3,1,1,01fdec6b497d;3eac9acbe2e3;a7b06845f4f1,01fdec6b497d,462659d19025,177170,17671,735,18406,0,4,311,tool_calls,false,false,3,"

Based on the provided documentation, you cannot send files larger than 2 GB through Altinn Broker. The actual maximum file size permitted for transfers via this transition solution is **1 GB** [1]. This restriction exists because the brokered transfer process must remain compatible with Altinn 2's architecture, which enforces a hard cap of 1 GB per file [1]. You should configure your corresponding Altinn 3 Resource to enforce this same 1 GB limit.",
8760b1e0-5038-4849-81dc-86944d325f30,2026-06-07T18:59:46.030979Z,snippet-AB,ue-broker-03-store-filer-virusskann,1,public-docs,new,"altinn-broker,hard",complete,0,false,chunks+answer,true,,,,,,,0.0,0.0,0.0,0.0,true,48,false,,false,"df9c39f17a534 R— P2.3 h2.0 or0.6 L693 0/? ty:hypothetical-questions+phrase b[0.1,0.0,0.0,0.1,0.1,0.0] +q | Very large files","d0fd4df1a9003 R20.2 P4.8 h4.0 or2.2 L2833 1/? ty:content+hypothetical-questions+metadata+phrase b[0.0,0.0,0.0,0.5,0.1,0.0] +q | News ;; d479e27df943e R19.8 P3.6 h3.0 or1.8 L1353 1/? ty:content+hypothetical-questions+phrase b[0.0,0.0,0.0,0.4,0.0,0.0] +q | What do you get ;; d479e27df943e R19.3 P3.6 h3.0 or1.6 L2440 0/? ty:content+hypothetical-questions+phrase b[0.0,0.0,0.0,0.4,0.0,0.0] +q | What do you get ;; db55635ab8974 R19.0 P4.7 h4.0 or1.7 L1198 1/? ty:content+hypothetical-questions+metadata+phrase b[0.0,0.0,0.0,0.5,0.1,0.0] +q | About ;; dae6e914f9ecd R18.6 P2.6 h2.0 or1.7 L996 1/? ty:content+phrase b[0.0,0.0,0.0,0.4,0.0,0.0] | Capabilities ;; d813205ddf3ce R18.5 P2.5 h2.0 or0.6 L695 0/? ty:content+phrase b[0.0,0.0,0.0,0.4,0.0,0.0] | Reference ;; d910e06f25460 R18.5 P2.5 h2.0 or0.7 L686 0/? ty:content+phrase b[0.0,0.0,0.0,0.4,0.0,0.0] | Solution architecture ;; d32b33dd7d78f R18.5 P3.7 h3.0 or1.5 L1578 0/? ty:content+hypothetical-questions+phrase b[0.0,0.0,0.0,0.4,0.0,0.0] +q | Broker",1,Altinn Broker max file size limit | file upload limitation Altinn Broker megabyte gigabyte | broker filstørrelse begrensning | large files transfer Altinn Broker,false,,50,2,1,1,7fcc0669c880;14d38d41ea63,7fcc0669c880,462659d19025,69826,6322,322,6644,0,2,203,tool_calls,false,false,3,"

Yes, you can send files larger than 2 GB through Altinn Broker [1]. According to the source documentation, the platform supports transferring `""files larger than 2 GB, up to 100 GB or more""` [1].",
b95c7a28-ab6e-48a6-a205-0027e951e871,2026-06-07T19:01:59.646441Z,control,ue-broker-03-store-filer-virusskann,2,public-docs,new,"altinn-broker,hard",complete,0,false,chunks+answer,true,,,,,,,0.0,0.0,0.0,0.0,true,91,false,,false,"df9c39f17a534 R— P1.0 h1.0 or0.2 L693 0/? ty:hypothetical-questions b[0.0,0.0,0.0,0.0,0.0,0.0] +q | Very large files","d0fd4df1a9003 R18.3 P4.8 h4.0 or2.1 L2833 1/? ty:content+hypothetical-questions+metadata+phrase b[0.0,0.0,0.0,0.5,0.1,0.0] +q | News ;; d479e27df943e R17.8 P3.6 h3.0 or1.9 L2440 0/? ty:content+hypothetical-questions+phrase b[0.0,0.0,0.0,0.4,0.0,0.0] +q | What do you get ;; db6c43b81c669 R17.2 P2.5 h2.0 or0.7 L2528 2/? ty:content+phrase b[0.0,0.0,0.0,0.4,0.0,0.0] | Technical overview ;; dae6e914f9ecd R16.9 P2.5 h2.0 or0.6 L1031 0/? ty:content+phrase b[0.0,0.0,0.0,0.4,0.0,0.0] | Capabilities ;; d7a17bf22a348 R16.7 P1.5 h1.0 or1.0 L1849 0/? ty:content b[0.0,0.0,0.0,0.4,0.0,0.0] | Rate limits ;; d8ee3ca463f94 R16.6 P2.5 h2.0 or0.6 L856 0/? ty:content+phrase b[0.0,0.0,0.0,0.4,0.0,0.0] | Security ;; db55635ab8974 R16.3 P4.7 h4.0 or1.4 L1198 1/? ty:content+hypothetical-questions+metadata+phrase b[0.0,0.0,0.0,0.5,0.1,0.0] +q | About ;; dfc4f74301e59 R16.3 P2.4 h2.0 or0.8 L1902 0/? ty:content+hypothetical-questions b[0.0,0.0,0.0,0.4,0.0,0.0] +q | Basic concepts",1,Altinn Broker filstørrelse grense maximum size limit | Altinn messaging file upload size limit GB | Altinn broker 2GB file transfer limits,false,,35,2,0,1,7fcc0669c880;01fdec6b497d,,462659d19025,133612,16420,1189,17609,0,4,689,stop,false,false,3,"

Ja, du kan sende filer større enn 2 GB gjennom Altinn Broker — avhengig av bruksscenariet:

### Nativ Altinn 3 Broker (utenom Altinn 2-overgangsløsning)
Filstørrelser **større enn 2 GB** støttes, opptil **100 GB eller mer**, som en del av funksjoner lansert i Q4 2025 [[News](en/broker/news/index.md)].

### Altinn 2 til Altinn 3-overgang (Broker Bridge)
Når filer overføres fra et eksisterende Altinn 2-tilbud via Broker-bryggen, er den maksimale støttede størrelsen **1 GB**, fordi dette er det som tillates av selve Altinn 2. I slike tilfeller bør man konfigurere sin Altinn 3 Resource med denne begrensningen [[Technical overview](en/broker/broker-transition/technical-overview/index.md)].

Kort oppsummert:
| Scenario | Maks filstørrelse |
|---|---|
| Nativen broking (Altinn 2 → Altinn 3 Brid…",
a85dafdf-7e64-442c-a542-a03f260a187c,2026-06-07T19:03:26.025946Z,snippet-A,ue-broker-03-store-filer-virusskann,2,public-docs,new,"altinn-broker,hard",complete,0,false,chunks+answer,true,,,,,,,0.0,0.0,0.0,0.0,false,,false,,false,,,1,Altinn Broker max filstørrelse | Altinn Broker maksimum overføringsstørrlelse | altinn broker 2GB limit,false,,15,3,1,1,9fb411afc088;5e0a3bec4e53;7fcc0669c880,7fcc0669c880,462659d19025,86377,7681,380,8061,0,3,216,tool_calls,false,false,3,"

Yes, you can send files larger than 2 GB through Altinn Broker. According to the provided documentation, it supports transfers of “files larger than 2 GB, up to 100 GB or more” [1]. This capability is noted as a new enhancement planned for Q4 2025 compared to previous versions [1].",
a3a81894-685c-49f0-9e83-b9be67fee51f,2026-06-07T19:03:36.877590Z,snippet-AB,ue-broker-03-store-filer-virusskann,2,public-docs,new,"altinn-broker,hard",complete,0,false,chunks+answer,false,,,,,,,0.0,0.0,0.0,0.0,false,,false,,false,,,0,,false,,0,0,0,1,,,462659d19025,10850,2889,179,3068,0,2,136,stop,false,false,3,"

[SYSTEM: You have used all available iterations. Based on everything you have gathered so far, provide your best answer now. If you found partial information, share it. Do not call any more tools.]",
63f64687-d010-46bc-95a4-b058da7eea3d,2026-06-07T19:05:51.291720Z,control,ue-events-01-abonnement-filtre,0,public-docs,new,"altinn-events,hard",complete,0,false,chunks+answer,true,,,,,,,0.5,0.5,0.5,0.5,true,11,true,11,true,"d99b415acaa9e R20.5 P3.6 h3.0 or1.9 L6345 1/? ty:content+hypothetical-questions+phrase b[0.0,0.0,0.0,0.4,0.0,0.0] +q | Setup subscription","d289753b2d062 R22.4 P2.5 h2.0 or0.7 L490 4/? ty:content+hypothetical-questions b[0.0,0.0,0.0,0.4,0.0,0.0] +q | Events ;; ddabe88fb244e R22.2 P3.6 h3.0 or1.4 L5909 0/? ty:content+hypothetical-questions+phrase b[0.0,0.0,0.0,0.4,0.0,0.0] +q | Events ;; dda315c0bf7a6 R21.8 P2.7 h2.0 or1.7 L2850 0/? ty:content+phrase b[0.0,0.0,0.0,0.4,0.0,0.0] | Events ;; d289753b2d062 R21.6 P2.5 h2.0 or0.6 L1378 1/? ty:content+hypothetical-questions b[0.0,0.0,0.0,0.4,0.0,0.0] +q | Events ;; d289753b2d062 R21.2 P3.7 h3.0 or1.4 L935 6/? ty:content+hypothetical-questions+metadata b[0.0,0.0,0.0,0.4,0.1,0.0] +q | Events ;; d67126610708c R20.8 P2.6 h2.0 or0.5 L2471 2/? ty:content+phrase b[0.0,0.0,0.0,0.4,0.0,0.0] | Events ;; ddeb3d3229868 R20.7 P3.6 h3.0 or1.5 L697 0/? ty:content+hypothetical-questions+phrase b[0.0,0.0,0.0,0.4,0.0,0.0] +q | Subscribe to events ;; dae894f1e7b46 R20.6 P3.6 h3.0 or0.7 L679 0/? ty:content+hypothetical-questions+phrase b[0.0,0.0,0.0,0.4,0.0,0.0] +q | Query events",1,altinn events abonnementsfiltre typefilter hendelser | typefilter cloud event-typeverdien | konfigurere typefilter altinn events abonnementer | hendelsesabonnement altinn events scope,false,,62,3,2,2,1e76b7265ace;a7d7ed7a67e4;97269952693c,1e76b7265ace;a7d7ed7a67e4,a7d7ed7a67e4;4aa2b0740446,134413,6795,425,7220,0,3,226,tool_calls,false,false,3,"

Når du oppretter et abonnement i Altinn Events, kan du definere ulike filtre for å avgrense hvilke hendelser som leveres til webhook-endepunktet ditt [1] Ifølge dokumentasjonen støttes følgende filterfelt:

- **`resourceFilter`**: Påkrevd filter for hendelseskilden. Verdien må være et eksakt treff med ressursen i de genererte hendelsene (f.eks. `urn:altinn:resource:app_digdir_demoapp`) [2].
- **`subjectFilter`**: Filter for cloud event-subjektet som utfører en eksakt sammenligning. Påkrevd hvis du ikke er tjenesteeier; tjenesteeiere kan utelate feltet og abonnere på tvers av alle parter/subjekter [2]. Mulige verdier inkluderer f.eks. `/party/{partyid}`, `urn:altinn:organization:{organisasjonsnummer}` eller `urn:altinn:person:{fødselsnummer}` [2].
- **`sourceFilter`**: Valgfritt filter fo…",
