run-id,timestamp,config-id,question-id,repeat,dataset,source,question-tags,status,clarification-rounds,terminal-clarification?,grounding-mode,answer-substring-hit?,answer-judge-verdict,answer-judge-score,answer-judge-rationale,answer-judge-model,task-difficulty,task-difficulty-rationale,recall-at-5,recall-at-10,recall-at-20,citation-recall,golden-in-search-pool?,golden-pool-rank,golden-in-display?,golden-display-rank,golden-read?,golden-features,pool-head,search-passes,issued-queries,insufficiency-fired?,refinement-corpus-grounded?,enrichment-hits,n-retrieved,n-cited,n-expected,retrieved-chunk-ids,cited-chunk-ids,expected-chunk-ids,elapsed-ms,prompt-tokens,completion-tokens,total-tokens,cached-tokens,llm-calls,steps-executed,response,error
83353882-407f-43d6-9301-ab22cd17aea5,2026-06-02T19:16:12.143215Z,rechunked,ue-broker-01-filoverforing-tilstander,0,public-docs,new,"altinn-broker,hard",complete,0,false,chunks+answer,true,partial,0.35,"Kandidaten blander hendelser med statuser, inkluderer flere ikke-refererte hendelser som uploadcompleted/uploadfailed/expired, og mangler sentrale statuser som Opplasting pågår, Sjekk av opplasting, Nedlastinger initiert, Slettet samt Avbrutt med betingelsen og Overføring feilet som egen slutt-/feiltilstand.",gpt-5.5,3,"Spørsmålet bruker relevante begreper og svaret er i hovedsak en liste fra én kilde, men krever å skille mellom nærliggende begreper som statuser/tilstander og hendelser samt få med alternative slutt-/feiltilstander.",0.0,0.0,0.0,0.0,false,,false,,false,,,1,hvilke statuser kan en filoverføring i altinn formidling gå gjennom fra den blir startet til filen er slettet | styrt filoverføring | altinn formidling | altinn 3 formidling filoverføring | initialiserer en filoverføring | initialisering av filoverføring,false,,0,7,2,2,5469a0bdb8bf;0648048072bd;69622394567c;fe69d9e5f4e6;3c8249b4a44c;71edc1fa4e22;f2c87d24c5be,5469a0bdb8bf;69622394567c,b1bed59410cf;3a6b040447a3,15486,4650,456,5106,0,3,3,"En filoverføring i Altinn Formidling kan gå gjennom disse hendelsene/statene, slik de er beskrevet i kildene:

1. **filetransferinitialized** – når initialiseringen er fullført vellykket, og avsenderen kan laste opp fildataene [1][2].  
2. **uploadcompleted** – når opplastingen er fullført vellykket, og fildataene venter på opplastingsbehandling [2].  
3. **uploadfailed** – hvis enten opplastings- eller opplastingsbehandlingsstegene mislykkes [2].  
4. **published** – når den asynkrone opplastingsprosessen er fullført vellykket [2].  
5. **downloadconfirmed** – når en mottaker har bekreftet at nedlastingen er fullført vellykket [2].  
6. **allconfirmed** – når alle mottakerne har bekreftet nedlastingen; for en filoverføring med én mottaker skjer dette samtidig som **downloadconfirmed** [2]…",
affd5932-3566-4c8e-9a28-2cb9c9c0cc6a,2026-06-02T19:16:35.537868Z,rechunked,ue-broker-01-filoverforing-tilstander,1,public-docs,new,"altinn-broker,hard",complete,0,false,chunks+answer,true,partial,0.35,"Kandidaten nevner noen relevante punkter som initialisert, publisert, bekreftede nedlastinger og slettet, men svarer hovedsakelig med hendelser i stedet for de eksakte statusene, mangler flere nøkkelstatuser som Opplasting pågår, Sjekk av opplasting, Nedlastinger initiert, Avbrutt og Overføring feilet, og legger til ikke-refererte/forstyrrende tilstander som Expired og uploadfailed.",gpt-5.5,2,Spørsmålet bruker dokumentasjonens egne begreper og ber om en eksplisitt livsløpsliste som sannsynligvis finnes samlet i én relevant del av dokumentasjonen.,0.0,0.0,0.0,0.0,false,,false,,false,,,1,hvilke statuser kan en filoverføring i altinn formidling gå gjennom fra den blir startet til filen er slettet | initialisering av filoverføring | initialiserer en filoverføring | filoverføring og returnerte verdier | polling for status | status for altinn 3,false,,0,6,3,2,5469a0bdb8bf;0648048072bd;69622394567c;eceb2483430a;f2c87d24c5be;e21b490e680b,5469a0bdb8bf;69622394567c;eceb2483430a,b1bed59410cf;3a6b040447a3,16177,4800,513,5313,0,3,3,"En filoverføring i Altinn Formidling ser ut til å gå gjennom disse statusene/hendelsene fra start til slutt, basert på kildene:  

1. **Initialisert** – når initialiseringsoperasjonen er fullført vellykket, publiseres hendelsen **`filetransferinitialized`** til avsenderen, som betyr at filoverføringen er initialisert. [1][2]  
2. **Opplastet / opplasting fullført** – når opplastingsoperasjonen er fullført vellykket, og fildataene venter på opplastingsbehandling, publiseres en hendelse som beskriver at opplastingen er ferdig. [2]  
3. **Uploadfailed** – hvis enten opplastings- eller opplastingsbehandlingsstegene mislykkes, utløses **`uploadfailed`**. [2]  
4. **Published** – når den asynkrone opplastingsprosessen er fullført vellykket, utløses **`published`**. [2]  
5. **Downloadconfirmed**…",
dd694966-80b0-46e1-a3c4-f3ac08111177,2026-06-02T19:16:58.884657Z,rechunked,ue-broker-01-filoverforing-tilstander,2,public-docs,new,"altinn-broker,hard",complete,0,false,chunks+answer,true,partial,0.35,"Kandidaten nevner noen relevante tilstander som Initialisert, Publisert og alle bekreftet nedlastet, men mangler flere sentrale referansetilstander, utelater Avbrutt med betingelsen og Overføring feilet, og introduserer ikke-refererte statuser som Expired og Upload failed.",gpt-5.5,2,Spørsmålet ber om en konkret statusliste med direkte Altinn Formidling-vokabular som trolig finnes samlet i én dokumentasjonsdel.,0.0,0.0,0.0,0.0,true,9,true,9,false,"dd56b73485fd6 R16.4 P1.5 h1.0 or0.4 L1456 8/? ty:content b[0.0,0.0,0.0,0.4,0.1,0.0] | Basic concepts","d45e63e477d59 R19.6 P2.5 h2.0 or0.6 L806 4/? ty:content+phrase b[0.0,0.0,0.0,0.4,0.0,0.0] | Receive files ;; dfc4f74301e59 R18.7 P1.5 h1.0 or0.8 L1434 13/? ty:content b[0.0,0.0,0.0,0.4,0.1,0.0] | Basic concepts ;; d32b33dd7d78f R17.6 P1.5 h1.0 or1.0 L1453 0/? ty:content b[0.0,0.0,0.0,0.4,0.0,0.0] | Broker ;; d45e63e477d59 R17.2 P2.5 h2.0 or0.4 L1222 1/? ty:content+phrase b[0.0,0.0,0.0,0.4,0.0,0.0] | Receive files ;; dc40ea5239c82 R17.1 P1.5 h1.0 or0.6 L1448 2/? ty:content b[0.0,0.0,0.0,0.4,0.0,0.0] | Rest ;; dfc4f74301e59 R17.1 P1.4 h1.0 or0.8 L1285 1/? ty:content b[0.0,0.0,0.0,0.4,0.0,0.0] | Basic concepts ;; d910e06f25460 R16.8 P1.4 h1.0 or0.8 L854 10/? ty:content b[0.0,0.0,0.0,0.4,0.0,0.0] | Solution architecture ;; db35ba60edb88 R16.5 P3.6 h3.0 or0.7 L981 1/? ty:content+metadata+phrase b[0.0,0.0,0.0,0.5,0.1,0.0] | About",2,hvilke statuser kan en filoverføring i altinn formidling gå gjennom fra den blir startet til filen er slettet | altinn formidling filoverføring status | altinn 3 formidling filoverføring status | status for file transfer altinn formidling deleted transferred received pending | filoverføring status slettet mottatt overført altinn formidling | broker status deleted transferred received altinn,false,false,0,6,1,2,14c59c83a93f;69622394567c;71edc1fa4e22;f2c87d24c5be;ae069be44071;1a0df695ed4e,69622394567c,b1bed59410cf;3a6b040447a3,16580,4677,521,5198,0,3,3,"En filoverføring i Altinn Formidling kan gå gjennom disse statusene/hendelsene, slik de er beskrevet i kildene:

1. **Initialisert** – når initialiseringsoperasjonen er fullført vellykket, og avsender kan laste opp filen. [1]  
2. **Upload completed / opplastet** – når opplastingen er fullført vellykket, og fildataene venter på opplastingsbehandling. [1]  
3. **Upload failed / opplastingsfeil** – hvis enten opplastings- eller opplastingsbehandlingssteget mislykkes. [1]  
4. **Published** – når den asynkrone opplastingsprosessen er fullført vellykket. [1]  
5. **Download confirmed** – når en mottaker har bekreftet at nedlastingen er fullført vellykket. [1]  
6. **All downloads confirmed** – når alle mottakere har bekreftet nedlastingen. Hvis det bare er én mottaker, publiseres dette samtidi…",
fa0b2956-0fa9-47a8-aebd-f394ff1d33c5,2026-06-02T19:17:37.106906Z,rechunked,ue-broker-02-slette-tid-tilgjengelig,0,public-docs,new,"altinn-broker,hard",complete,0,false,chunks+answer,false,partial,0.4,"The candidate captures that availability is tied to an expiry and that purging can be configured after all required recipients confirm, but omits the key `FileTransferTimeToLive` default/maximum and the exact purge settings including `PurgeFileTransferAfterAllRecipientsConfirmed`, `PurgeFileTransferGracePeriod`, and its default/maximum.",gpt-5.5,3,"The question is a two-part configuration question using mostly direct Altinn Broker vocabulary, requiring several related settings and defaults likely from the same documentation area.",0.0,0.0,0.0,0.0,true,16,true,16,false,"d479e27df943e R16.7 P1.4 h1.0 or0.4 L1258 1/? ty:content b[0.0,0.0,0.0,0.4,0.0,0.0] | What do you get","de960d2f402e0 R20.1 P2.5 h2.0 or1.0 L1302 5/? ty:content+phrase b[0.0,0.0,0.0,0.4,0.0,0.0] | Getting started ;; d45e63e477d59 R19.3 P2.6 h2.0 or1.3 L381 6/? ty:content+phrase b[0.0,0.0,0.0,0.4,0.1,0.0] | Receive files ;; dfc4f74301e59 R19.0 P1.4 h1.0 or0.8 L1285 1/? ty:content b[0.0,0.0,0.0,0.4,0.0,0.0] | Basic concepts ;; dc40ea5239c82 R18.6 P2.2 h2.0 or0.3 L433 12/? ty:metadata+phrase b[0.0,0.0,0.0,0.1,0.0,0.0] | Rest ;; dfc4f74301e59 R18.6 P1.4 h1.0 or0.4 L846 14/? ty:content b[0.0,0.0,0.0,0.4,0.0,0.0] | Basic concepts ;; dc40ea5239c82 R18.5 P3.7 h3.0 or1.5 L981 10/? ty:content+metadata+phrase b[0.0,0.0,0.0,0.5,0.1,0.0] | Rest ;; dfc4f74301e59 R18.3 P1.4 h1.0 or0.4 L1434 13/? ty:content b[0.0,0.0,0.0,0.4,0.0,0.0] | Basic concepts ;; dc40ea5239c82 R18.2 P2.5 h2.0 or0.9 L1057 9/? ty:content+phrase b[0.0,0.0,0.0,0.4,0.0,0.0] | Rest",3,altinn broker file available for download how long stays available deleted after recipients confirm control deletion retention confirmation | a file has been made available for download | recipient has confirmed the download | recipient confirmed their download | all recipients have confirmed the download | recipient s that have not confirmed the download | Altinn Broker delete after confirmation configurable retention days file available download | Altinn Broker file stays available for download until deleted after confirmation | Altinn Broker retention delete when all recipients have confirmed | ExpiryTime Altinn Broker file transfer recipient confirm download deletion | Altinn Broker expiry time file transfer confirm download event | Altinn Broker purge criteria expiry time confirmed download,true,false,0,12,2,1,62f732a1e6d2;8eb05cf419be;022f381f0165;d33098e67369;b54bfb7b2c2e;0953c9271111;6f0a7d951554;5e23b500193a;693709d1b8f5;b7e449e2eeb9;309ab77256e7;2edd542ced1b,d33098e67369;693709d1b8f5,bfb6a531901c,33083,54225,1154,55379,40064,8,3,"In Altinn Broker, a file stays available for download until the file transfer’s **ExpiryTime**.

If recipients have not confirmed the download by that time, Broker triggers the **`no.altinn.broker.fileneverconfirmeddownloaded`** event for the recipients who haven’t confirmed.

For deletion after confirmation, the key point is:

- **Deletion is not automatic just because a recipient confirms.**
- The service owner controls purge/deletion through the service’s configured **purge criteria**.
- One supported criterion is to delete/purge the file **when all required recipients have confirmed download**.
- The docs also note that files can be kept in Broker File Store even after the transfer process ends, if the service is set up for that.

So, practically:

- **Availability for download:** unti…",
359b05a2-3680-49f3-abae-a93521f1ec6d,2026-06-02T19:17:59.288490Z,rechunked,ue-broker-02-slette-tid-tilgjengelig,1,public-docs,new,"altinn-broker,hard",complete,0,false,chunks+answer,false,partial,0.35,"The candidate correctly says availability and deletion are controlled by Broker resource settings after recipient confirmation, but it omits the key property names, defaults, and maximums and incorrectly claims the exact duration is not fixed in the docs.",gpt-5.5,3,"The question is a two-part configuration question requiring several specific field names and default/max values, likely from the same Broker documentation area but needing more than one explicit fact.",0.0,0.0,0.0,0.0,true,17,true,17,false,"d479e27df943e R16.6 P1.4 h1.0 or0.3 L1258 1/? ty:content b[0.0,0.0,0.0,0.4,0.0,0.0] | What do you get","de960d2f402e0 R20.2 P2.5 h2.0 or1.0 L1302 5/? ty:content+phrase b[0.0,0.0,0.0,0.4,0.0,0.0] | Getting started ;; d45e63e477d59 R18.8 P2.5 h2.0 or0.1 L381 6/? ty:content+phrase b[0.0,0.0,0.0,0.4,0.1,0.0] | Receive files ;; dfc4f74301e59 R18.4 P1.4 h1.0 or0.7 L1285 1/? ty:content b[0.0,0.0,0.0,0.4,0.0,0.0] | Basic concepts ;; dc40ea5239c82 R18.0 P3.7 h3.0 or1.1 L981 10/? ty:content+metadata+phrase b[0.0,0.0,0.0,0.5,0.1,0.0] | Rest ;; d910e06f25460 R18.0 P1.4 h1.0 or0.5 L854 10/? ty:content b[0.0,0.0,0.0,0.4,0.0,0.0] | Solution architecture ;; dc40ea5239c82 R17.9 P2.5 h2.0 or0.8 L1057 9/? ty:content+phrase b[0.0,0.0,0.0,0.4,0.0,0.0] | Rest ;; dfc4f74301e59 R17.8 P2.5 h2.0 or0.3 L846 14/? ty:content+metadata b[0.0,0.0,0.0,0.4,0.0,0.0] | Basic concepts ;; dfc4f74301e59 R17.8 P2.5 h2.0 or0.3 L1434 13/? ty:content+metadata b[0.0,0.0,0.0,0.4,0.0,0.0] | Basic concepts",1,altinn broker file available for download how long stays available deleted after recipients confirm control deletion timing | a file has been made available for download | file made available for download | file is available for download | recipient has confirmed the download | all the recipients has confirmed the download,false,,0,12,0,1,be276e956836;8eb05cf419be;9e71049d5c0e;022f381f0165;d33098e67369;b54bfb7b2c2e;9e088d7b4d38;693709d1b8f5;309ab77256e7;23c0bdca3b2d;7c0cab211f48;2edd542ced1b,,bfb6a531901c,17056,17288,751,18039,8960,5,3,"In Altinn Broker, a file stays available for download until the file transfer expires or is deleted according to the Broker Resource settings.

What the docs say:
- Recipients can download the file after it is published.
- When a recipient has downloaded and processed it, they should call `confirmdownload`.
- That confirmation “will update the status of the File Transfer, and potentially delete the file data according to the settings on the Broker Resource.”
- There is also an `ExpiryTime` on the file transfer; if one or more recipients have not confirmed by then, an event is triggered.

So, to your two questions:

1. How long does it stay available?
- Until the transfer’s expiry time, unless it is deleted earlier by the configured purge/delete rules.
- The exact duration is not fixed in t…",
76f4c04b-02b3-488d-a4be-735b200baa50,2026-06-02T19:18:24.228620Z,rechunked,ue-broker-02-slette-tid-tilgjengelig,2,public-docs,new,"altinn-broker,hard",complete,0,false,chunks+answer,false,partial,0.35,"The candidate gives a generally relevant description of confirmation-triggered purge behavior but omits the key configuration names and required values/defaults/maxima: FileTransferTimeToLive, PurgeFileTransferAfterAllRecipientsConfirmed, and PurgeFileTransferGracePeriod.",gpt-5.5,3,"The question has two related parts that likely come from the same Broker configuration documentation, requiring retrieval of specific setting names plus defaults and limits rather than a single obvious fact.",0.0,0.0,0.0,0.0,true,3,true,3,false,"d479e27df943e R21.2 P1.4 h1.0 or0.3 L1258 1/? ty:content b[0.0,0.0,0.0,0.4,0.0,0.0] | What do you get","d233774626f6d R23.0 P1.4 h1.0 or1.0 L550 3/? ty:content b[0.0,0.0,0.0,0.4,0.0,0.0] | Soap ;; d233774626f6d R22.8 P1.4 h1.0 or0.2 L323 8/? ty:metadata b[0.0,0.0,0.0,0.1,0.3,0.0] | Soap",1,a file has been made available for download | file is available for download | file made available for download | files available for download | altinn broker file transfer process,false,,0,10,0,1,8eb05cf419be;9e71049d5c0e;d33098e67369;9e088d7b4d38;693709d1b8f5;dc835ad02022;14319d79585c;fde2f7635dc4;23c0bdca3b2d;2edd542ced1b,,bfb6a531901c,19061,16506,757,17263,3200,5,3,"In Altinn Broker, a file is available for download after it has been published, and it remains available until the file transfer reaches its expiry/deletion criteria.

Key points from the docs:

- Recipients download the file with `GET /broker/api/v1/filetransfer/{fileTransferId}/download`.
- After downloading and processing it, the recipient should call `POST /broker/api/v1/filetransfer/{fileTransferId}/confirmdownload`.
- That confirmation updates the transfer status and can trigger deletion of the file data, depending on the Broker Resource settings.
- The docs also say the file can be purged:
  - on a specific request by the sender, or
  - according to agreed purge criteria, for example when all required recipients have confirmed download.

So, to control when it gets deleted after rec…",
533fedff-3524-4b9a-8839-478d590bfad2,2026-06-02T19:18:45.129777Z,rechunked,ue-broker-03-store-filer-virusskann,0,public-docs,new,"altinn-broker,hard",complete,0,false,chunks+answer,true,correct,0.9,"The candidate includes the key facts that Broker defaults to 2 GB due to virus scanning, larger files require virus scan disabled with pre-approval, and the theoretical maximum is 1.6 TB, with only minor extra endpoint framing not materially contradicting the reference.",gpt-5.5,2,The question uses direct Altinn Broker/file-size terminology and asks for a short set of facts likely found together in the relevant documentation.,1.0,1.0,1.0,1.0,true,1,true,1,true,"df9c39f17a534 R22.0 P2.6 h2.0 or1.1 L693 0/? ty:content+phrase b[0.0,0.0,0.0,0.4,0.0,0.0] | Very large files",,1,altinn broker maximum file size 2gb send files larger than 2gb supported limit | limited to 2gb file size | files larger than 2gb | transfer of files larger than 2 gb | files up to 2gb | maximum file size,false,,0,5,2,1,462659d19025;050f67e402d9;5ebfb5d57656;14d38d41ea63;9fb411afc088,462659d19025;050f67e402d9,462659d19025,13186,4499,353,4852,0,3,3,"Yes, but with conditions. Altinn Broker is **restricted to files up to 2GB by default** because of the virus scan limitation, so files larger than 2GB can only be sent if the **resource has disabled virus scan** and that setup has been **pre-approved** [1].

As for the maximum file size, the documentation gives two different figures depending on scope: the **theoretical maximum size is 1.6TB** [1], while the **`POST /broker/api/v1/filetransfer/upload`** endpoint is explicitly **limited to 2GB** [2]. So the answer depends on which operation you mean: the standard upload endpoint is 2GB, but the platform says the theoretical maximum is 1.6TB if configured appropriately [1][2].",
547808be-5a63-45b0-9909-53fc61b16483,2026-06-02T19:19:02.594261Z,rechunked,ue-broker-03-store-filer-virusskann,1,public-docs,new,"altinn-broker,hard",complete,0,false,chunks+answer,true,correct,0.95,"The candidate establishes the default 2GB virus-scan limit, the conditional ability to exceed it when virus scanning is disabled with pre-approval, and the 1.6TB theoretical maximum with 100GB benchmarking, with no contradiction to the reference.",gpt-5.5,3,The question uses direct vocabulary but requires capturing several conditional details and maximum-size nuances likely from the same documentation area.,1.0,1.0,1.0,1.0,true,1,true,1,true,"df9c39f17a534 R23.7 P2.8 h2.0 or1.1 L693 0/? ty:content+phrase b[0.1,0.0,0.0,0.4,0.1,0.0] | Very large files",,1,altinn broker maximum file size 2gb file size limit large files | limited to 2gb file size | maximum file size | large files | very large files | send large files to one or more recipients,false,,0,2,2,1,462659d19025;050f67e402d9,462659d19025;050f67e402d9,462659d19025,12373,4406,310,4716,0,3,3,"Yes, but only under certain conditions. Altinn Broker is **restricted to files up to 2GB by default** because of the virus scan limitation, and the **`Initialize and upload FileTransfer`** operation is also limited to **2GB**. [1][2]

You can send files larger than 2GB **if the resource has disabled virus scan**, but such resources must be **pre-approved**. [1]

As for the maximum file size, the documentation gives two different scopes: the **theoretical maximum size is 1.6TB**, while the system is only **regularly benchmarked up to 100GB**. [1]",
44bf528f-9192-4e7b-9847-f1205de2743c,2026-06-02T19:19:19.908179Z,rechunked,ue-broker-03-store-filer-virusskann,2,public-docs,new,"altinn-broker,hard",complete,0,false,chunks+answer,true,correct,0.95,"The candidate accurately states the default 2GB virus-scan limit, the conditional ability to exceed it only with virus scanning disabled and pre-approval, and the 1.6TB theoretical maximum with 100GB benchmarking noted.",gpt-5.5,2,"The question uses direct Altinn Broker/file-size terminology and asks for a short set of facts likely found in a single relevant documentation section, though it requires preserving the conditional limit distinction.",1.0,1.0,1.0,1.0,true,1,true,1,true,"df9c39f17a534 R23.2 P2.6 h2.0 or0.5 L693 0/? ty:content+phrase b[0.1,0.0,0.0,0.4,0.1,0.0] | Very large files",,1,altinn broker maximum file size 2gb file size limit send files larger than 2gb | limited to 2gb file size | maximum file size | file size below the configured limit | send large files to one or more recipients | send files using altinn broker,false,,0,2,2,1,462659d19025;050f67e402d9,462659d19025;050f67e402d9,462659d19025,11916,4325,274,4599,0,3,3,"Yes, but only under certain conditions. Altinn Broker is restricted to files up to 2GB by default because of the virus scan limitation, but you can send files larger than 2GB if the resource has disabled virus scan and that has been pre-approved by Altinn Broker. [1]

There are two different size figures in the sources, so the answer depends on what you mean by “maximum file size”:
- **Default limit / upload endpoint limit:** 2GB for `POST /broker/api/v1/filetransfer/upload`. [2]
- **Theoretical maximum size:** 1.6TB, though Altinn Broker says they only regularly benchmark it up to 100GB. [1]

So, in short: **yes, larger than 2GB is possible with disabled virus scan and approval, and the theoretical maximum is 1.6TB**. [1][2]",
e273e1cc-e0e9-4b53-a0fc-225ccba5b050,2026-06-02T19:19:39.125029Z,rechunked,ue-broker-04-overgang-a2-a3-forskjeller,0,public-docs,new,"altinn-broker,hard",complete,0,false,chunks+answer,true,correct,0.95,"The candidate includes all key reference facts: little overall technical difference, receipts lack Receipt Id, manifests lack File List if enabled, virus scanning occurs after upload with delayed availability, and external Receipt SOAP retrieval is unsupported, with no contradiction.",gpt-5.5,3,"The question is a compound change-summary question using mostly direct Altinn Broker terminology, likely answerable from one transition document but requiring synthesis of several listed behavioral differences.",1.0,1.0,1.0,1.0,true,1,true,1,true,"de960d2f402e0 R24.5 P2.6 h2.0 or1.6 L962 6/? ty:content+phrase b[0.0,0.0,0.0,0.4,0.0,0.0] | Getting started",,1,altinn 2 broker moved to altinn 3 consumer receipts virus scanning changes | altinn 2 broker service | altinn 3 broker | moved from altinn 2 to altinn 3 | transfers broker requests from altinn 2 to altinn 3 | broker transition solution from altinn 2 to altinn 3,false,,0,8,5,1,7c0cab211f48;5a6f79fe08ae;bd3b4f77404a;f9315c3285a7;94f0fa820e54;c0ba533b8581;309ab77256e7;b54bfb7b2c2e,7c0cab211f48;5a6f79fe08ae;bd3b4f77404a;309ab77256e7;b54bfb7b2c2e,7c0cab211f48,13305,4393,424,4817,0,3,3,"For consumers, the overall technical difference is small, but there are a few important changes when an Altinn 2 Broker service is transitioned to Altinn 3 [1][2].

- **Receipts change:** receipts will no longer have a **Receipt Id**, and the receipt returned in the transition solution is a **pseudo receipt** built from Altinn 3 Broker file metadata [1][3][4][5].  
- **Receipt endpoint limitation:** calls to get Receipt through the external **Receipt SOAP endpoint** are **not supported** in the transition solution [1][3].  
- **Manifest files:** if enabled, the **manifest files will not have a File List** [1].  
- **Virus scanning changes:** in Altinn 2, virus scanning happens as part of the upload process, but in Altinn 3 it happens **after upload**, so an uploaded file is **not immediate…",
