run-id,timestamp,config-id,question-id,repeat,dataset,source,question-tags,status,clarification-rounds,terminal-clarification?,grounding-mode,answer-substring-hit?,recall-at-5,recall-at-10,recall-at-20,citation-recall,n-retrieved,n-cited,n-expected,retrieved-chunk-ids,cited-chunk-ids,expected-chunk-ids,elapsed-ms,prompt-tokens,completion-tokens,total-tokens,steps-executed,response,error
32de906b-aa2c-4da0-8134-9fb20167fc96,2026-05-24T18:34:04.260647Z,default-top20,altinn-broker-getting-started,0,public-docs,public-docs-smoke,"simple,navigational,altinn-broker",complete,0,false,chunks+answer,true,0.0,0.0,0.0,0.0,11,2,1,18dd59e10823;c050af21d82e;bc169ad3ed4b;02448e8b52b3;a1fcc9aae0fa;a6b5678aa6e5;be9e02a668a7;0a36ce72e13b;94f0fa820e54;f9ee273be3a9;753bfeab7314,c050af21d82e;bc169ad3ed4b,9584a6e89afc,19214,,,,3,"For å komme i gang med **Altinn Broker under overgangen til Altinn 3**, må du som tjenesteeier følge disse stegene: [1]

1. Ha en eksisterende **Altinn 2 Broker Service**. [1]  
2. Ha eller opprett en tilsvarende **Altinn 3 Broker Resource**. [1]  
3. Be om en **transition setup** fra Altinn 2-tjenesten til Altinn 3-ressursen. [1]  
4. Gå live med overgangsløsningen og oppfordre brukerne til å migrere til **Altinn Broker**. [1]  
5. Når alle brukere har migrert, kan du avvikle den gamle **Altinn 2 Broker Service**. [1]

For å få overgangsløsningen til å fungere riktig, bør du også konfigurere ressursen med verdier som matcher Altinn 2-tjenesten der det er relevant, for eksempel: **MaxFileTransferSize**, **FileTransferTimeToLive**, **PurgeFileTransferAfterAllRecipientsConfirmed** og **Purge…",
4cdedabb-5850-4bd6-b11f-f20e673985b4,2026-05-24T18:34:23.160425Z,default-top20,altinn-broker-getting-started,1,public-docs,public-docs-smoke,"simple,navigational,altinn-broker",complete,0,false,chunks+answer,true,0.0,0.0,0.0,0.0,8,2,1,94f0fa820e54;a6b5678aa6e5;c050af21d82e;bc169ad3ed4b;be9e02a668a7;13326795eb74;9fb411afc088;9221b1f02039,c050af21d82e;bc169ad3ed4b,9584a6e89afc,18896,,,,3,"For å komme i gang med **Altinn Broker under overgangen til Altinn 3**, må en tjenesteeier følge disse stegene: [1]

1. Ha en eksisterende **Altinn 2 Broker Service**. [1]  
2. Ha eller opprett en tilsvarende **Altinn 3 Broker Resource**. [1]  
3. Be om en **transition setup** fra Altinn 2-tjenesten til Altinn 3-ressursen. [1]  
4. Gå live med overgangsløsningen og oppfordre brukerne til å migrere til **Altinn Broker**. [1]  
5. Når alle brukere har migrert, kan du avvikle den gamle **Altinn 2 Broker Service**. [1]

For å få ressursen til å fungere mest mulig likt Altinn 2, bør du også sette disse verdiene ved konfigurering: [2]

- **MaxFileTransferSize** = `""1073741824""` (1 GB) [2]  
- **FileTransferTimeToLive** = tilsvarende TTL som i Altinn 2, ofte `""30D""` [2]  
- **PurgeFileTransferAft…",
9b2d664f-0095-4f00-b666-6e5d9b2c674a,2026-05-24T18:34:37.134028Z,default-top20,altinn-broker-getting-started,2,public-docs,public-docs-smoke,"simple,navigational,altinn-broker",complete,0,false,chunks+answer,true,0.0,0.0,0.0,0.0,3,2,1,989cc83e5afc;753bfeab7314;702ec5c8ecd5,989cc83e5afc;753bfeab7314,9584a6e89afc,13973,,,,3,"For å komme i gang med **Altinn Broker under overgangen til Altinn 3**, peker kildene på **“Altinn 3 Broker Transition Solution”** som den relevante overførings-/overgangsløsningen. [2]

Siden spørsmålet er litt underspesifisert, kan det også være nyttig å merke seg at tjenesteeiere som har **Broker-tjenester i Altinn II** må **reetablere disse i Altinn 3 i god tid før 19. juni 2026**, når Altinn II slås av. [1][2]

Hvis du mener selve oppstarten i praksis, viser navigasjonen til **“Getting Started with Altinn Broker”** / **“Hvordan komme i gang”** som neste steg. [2][1]",
ad1e0e56-d636-4036-89e1-d974f980a5bf,2026-05-24T18:34:56.430889Z,default-top20,altinn-broker-technical-overview,0,public-docs,public-docs-smoke,"exact-lookup,simple,open-ended,altinn-broker",complete,0,false,chunks+answer,true,0.0,0.0,0.0,0.0,9,5,1,b35b658d8c9b;3815339142c4;e71b5a7bc1ff;01fdec6b497d;b555599db80f;63e3857a5897;b65c1dda9cdb;94f0fa820e54;8aba253d24c8,b35b658d8c9b;e71b5a7bc1ff;01fdec6b497d;b555599db80f;63e3857a5897,63c3d3e28820,19296,,,,3,"Den tekniske arkitekturen bak **Altinn Broker i overgangsfasen** er en **Altinn 2 Broker Transition Solution** der en intern **Altinn 2 bridge / Broker Transition service bridge** videresender Broker-forespørsler fra Altinn 2 til Altinn 3 for en gitt forespørsel, basert på **ServiceCode/ServiceEditionCode**-kombinasjonen. Dette er en implementasjon av en **soft shift**-løsning fra Altinn 2 til Altinn 3. [5]

Kort oppsummert innebærer løsningen at:  
- **Altinn 2** fortsatt brukes som inngang for eksisterende Broker-tjenester, men forespørsler kan rutes videre til Altinn 3. [3][5]  
- **Autentisering og autorisasjon** skjer primært i API-endepunktet som kalles; i Altinn 2 skjer dette på tjenestenivå før kallene rutes videre, mens Altinn 3 håndterer dette internt i sitt miljø. [3]  
- Overga…",
3d718b65-3100-4342-97cf-1b97f0048ac2,2026-05-24T18:35:08.623602Z,default-top20,altinn-broker-technical-overview,1,public-docs,public-docs-smoke,"exact-lookup,simple,open-ended,altinn-broker",complete,0,false,chunks+answer,false,0.0,0.0,0.0,0.0,1,1,1,989cc83e5afc,989cc83e5afc,63c3d3e28820,12192,,,,3,"I kildene du har gitt her, beskrives **Altinn 3 Formidling** som en løsning for styrt filoverføring med støtte for store filer, informasjonssikkerhet, statusmonitorering og tjenestekvalitet, og det står også at tjenesteeiere med formidlingstjenester i **Altinn II** må reetablere disse i **Altinn 3** før **19. juni 2026** når Altinn II slås av. [1]

Det som **ikke** fremgår av denne kilden, er en nærmere beskrivelse av den **tekniske arkitekturen i overgangsfasen** for **Altinn Broker**. [1] Derfor kan jeg ikke gi et presist arkitektursvar ut fra dette utdraget alene.

Hvis du mener **overgangsløsningen** som er nevnt i menyen, må du gjerne dele den relevante kilden om **Altinn 3 Formidling overgangsløsning**, så kan jeg svare mer konkret. [1]",
b0f01593-94bd-4ca0-b445-c0560fd57368,2026-05-24T18:35:27.679013Z,default-top20,altinn-broker-technical-overview,2,public-docs,public-docs-smoke,"exact-lookup,simple,open-ended,altinn-broker",complete,0,false,chunks+answer,true,0.0,0.0,0.0,0.0,9,4,1,b35b658d8c9b;3815339142c4;e71b5a7bc1ff;01fdec6b497d;5bf7538943b5;b555599db80f;63e3857a5897;b65c1dda9cdb;94f0fa820e54,3815339142c4;01fdec6b497d;63e3857a5897;b65c1dda9cdb,63c3d3e28820,19054,,,,3,"Den tekniske arkitekturen i overgangsfasen er **Altinn 3 Broker Transition Solution**, der en intern **Altinn 2 bridge / service bridge** videresender Broker-forespørsler fra Altinn 2 til Altinn 3 for en gitt tjeneste basert på **ServiceCode/ServiceEditionCode**-kombinasjonen [1][3].

Kort oppsummert gjelder dette i overgangsløsningen:
- Altinn 2 kan peke Broker-tjenester mot Altinn 3 i stedet for å lagre dem i Altinn 2 [1][2].
- Autentisering og autorisasjon skjer primært i API-endepunktet som kalles; i Altinn 2 skjer dette på tjenestenivå før kallene rutes videre til Altinn 3 [2].
- Det må settes opp både en **Altinn 2 service** med tilhørende SRR-regler og en **Altinn 3 Broker Resource** med tilgang i Resource Registry [2].
- Filer og metadata lagres i Altinn 3, mens Altinn 2 bare kalle…",
559fa7df-a56f-468d-aa0b-474e86d8f347,2026-05-24T18:35:41.559418Z,default-top20,altinn-dialogporten-about,0,public-docs,public-docs-smoke,"altinn-dialogporten,exact-lookup,simple",complete,0,false,chunks+answer,true,1.0,1.0,1.0,1.0,5,1,1,9f75a7784e9b;4a9ad6cd2bd1;fa42f12f0e96;15caa4bf8ead;e4deb94ea9c5,9f75a7784e9b,9f75a7784e9b,13879,,,,3,"Dialogporten er en løsning som gjør meldinger og dialoger fra Altinn 3 og andre digitale tjenesteplattformer tilgjengelige for sluttbruker-systemer i et felles format. [1]

Den brukes altså som en felles portal/API-løsning for dialoger og meldinger, og den samhandler med brukere, tjenesteplattformer og fellesfunksjonalitet i Altinn. [1]",
69785325-7593-4091-bfc0-a3457ee0f1fc,2026-05-24T18:35:59.063676Z,default-top20,altinn-dialogporten-about,1,public-docs,public-docs-smoke,"altinn-dialogporten,exact-lookup,simple",complete,0,false,chunks+answer,true,0.0,0.0,0.0,0.0,12,4,1,435130fc25cf;75962c2f79c6;b6b14554ac7f;f7096af67243;68ef460710c6;aa43c73faf55;8975adfe0a0a;965b3916f9e2;0f76a4965326;4a9ad6cd2bd1;a233d1c22ebe;a7942896bf17,435130fc25cf;75962c2f79c6;aa43c73faf55;965b3916f9e2,9f75a7784e9b,17503,,,,3,"Dialogporten er en løsning som fungerer som et felles API og metadata-lager for digitale dialoger, med mål om å legge til rette for sikker og effektiv kommunikasjon mellom offentlige tjenesteplattformer og brukere/tjenesteleverandører. [3][4]

Det finnes også en mer konkret beskrivelse i kildene: Dialogporten er **kun-les** for sluttbrukere, og faktisk innhold som brødtekster, skjemaer, skjemadata og vedlegg er ikke lagret direkte i dialogen, men bare referert via URL-er til ressursene hos den digitale tjenesteplattformen. [1][2]

Hvis du vil, kan jeg også forklare forskjellen mellom **Dialogporten**, **tjenesteleverandør**, og **sluttbruker-API**.",
0920bae1-9f2f-4a92-b5d9-82b9719899de,2026-05-24T18:36:13.267528Z,default-top20,altinn-dialogporten-about,2,public-docs,public-docs-smoke,"altinn-dialogporten,exact-lookup,simple",complete,0,false,chunks+answer,true,1.0,1.0,1.0,1.0,9,4,1,e4deb94ea9c5;ca4e0bd94283;9f75a7784e9b;6ede690dc04c;fa42f12f0e96;15caa4bf8ead;0f76a4965326;66335015006e;4a9ad6cd2bd1,9f75a7784e9b;0f76a4965326;66335015006e;4a9ad6cd2bd1,9f75a7784e9b,14203,,,,3,"Dialogporten er en løsning som lar meldinger og dialoger fra Altinn 3 og andre digitale tjenesteplattformer være tilgjengelige for sluttbruker-systemer i et felles format. [1][3]

Det finnes også en mer teknisk beskrivelse i kildene: Dialogporten er et API for Dialogporten-funksjonalitet, med referanse til blant annet OpenAPI- og GraphQL-spesifikasjoner. [2][4]

Hvis du vil, kan jeg også forklare hva Dialogporten brukes til i praksis.",
6a24f796-18db-4e4a-a80c-229b2ca78eea,2026-05-24T18:36:30.737813Z,default-top20,altinn-studio-create-user,0,public-docs,public-docs-smoke,"simple,altinn-studio,navigational",complete,0,false,chunks+answer,true,0.0,0.0,0.0,0.0,8,2,1,79fcd70d01e9;1dc794bca3d7;f460db60d7b4;399dd12914ed;610b6c1759c8;7eb864009b78;c0474358b2bb;2d8d04785860,79fcd70d01e9;1dc794bca3d7,0fac42eefdc4,17469,,,,3,"For å opprette en bruker i Altinn Studio v8 gjør du dette: [1]

1. Gå til [altinn.studio](https://altinn.studio) og klikk **""Create new user""**. [1]  
2. Registrer deg via **Ansattporten**. [1]  
3. Logg inn i Ansattporten med legitimasjon, for eksempel **BankID** eller **MinID**. [1]  
4. Opprett en Altinn Studio-bruker ved å fylle inn **username**, **email**, **password** og **captcha**, og klikk **""Complete""**. Brukeren i Altinn Studio blir koblet til Ansattporten-brukeren din. [1]  
5. Aktiver kontoen din via e-posten du får til adressen du oppga. Kopier aktiveringslenken inn i nettleseren og trykk Enter. Hvis lenken er ugyldig eller utløpt, kan du prøve å logge inn på nytt via Ansattporten. [1]  
6. Gi Altinn Studio-applikasjonen tilgang til brukerkontoen din. [1]  

Når kontoen er ak…",
