run-id,timestamp,config-id,question-id,repeat,dataset,source,question-tags,status,clarification-rounds,terminal-clarification?,grounding-mode,answer-substring-hit?,recall-at-5,recall-at-10,recall-at-20,citation-recall,golden-in-search-pool?,golden-in-display?,golden-read?,search-passes,insufficiency-fired?,refinement-corpus-grounded?,enrichment-hits,n-retrieved,n-cited,n-expected,retrieved-chunk-ids,cited-chunk-ids,expected-chunk-ids,elapsed-ms,prompt-tokens,completion-tokens,total-tokens,cached-tokens,llm-calls,steps-executed,response,error
e9436792-b6a3-4438-89b0-82f146ddaa02,2026-05-31T16:27:42.328063Z,enrichment-off,gc-01-conditional-field-visibility,0,public-docs,new,"altinn-studio,hard",complete,0,false,chunks+answer,true,0.0,0.0,0.0,0.0,false,false,false,2,false,true,0,4,4,2,121c6cd3f2b4;56c322502a25;dbed56c98d89;6221dfa7179c,121c6cd3f2b4;56c322502a25;dbed56c98d89;6221dfa7179c,46573caa8ca8;55885dbe10b6,18165,6117,362,6479,0,3,3,"Use a **dynamic expression** / **logic rule** to control the field’s **show/hide** behavior in Altinn App. These expressions can define whether a form field should be shown or hidden, and they are available in Altinn 3 apps with frontend version **3.54.0 or later**. [1]

In Altinn Studio, this is called **logic** and you add it as a **Regler for vis/skjul felt** rule. You configure:

1. the **input** field(s) from the data model,  
2. the **component(s)** that should be affected, and  
3. the rule/function so the target field is shown only when the other field has the value you want. [2][4]

You can do this either:
- directly in **Altinn Studio** under `App/ui/form/RuleHandler.js`, or
- locally in the same `RuleHandler.js` file. [3]

If you are using the newer expression-based approach, th…",
2d0ea75d-42d6-4977-bba4-3820ef89dbc1,2026-05-31T16:27:56.333658Z,enrichment-off,gc-01-conditional-field-visibility,1,public-docs,new,"altinn-studio,hard",complete,0,false,chunks+answer,true,0.0,0.0,0.0,0.0,false,false,false,1,false,,0,5,3,2,121c6cd3f2b4;dbed56c98d89;c5bd9cda2f82;bcf5f1f5310f;27233a56ca70,121c6cd3f2b4;dbed56c98d89;c5bd9cda2f82,46573caa8ca8;55885dbe10b6,14003,4535,372,4907,0,3,3,"Use **dynamic expressions** or the older **RuleHandler.js**-based dynamics to control whether a field is shown or hidden in an Altinn 3 app [1][2].

The recommended approach is to use **dynamic expressions**, which can define whether a form field should be **shown or hidden** based on form values [1]. These expressions are supported in apps using frontend version **3.54.0 or later** [1].

If you are using the older JavaScript-based dynamics, you can add a function in `App/ui/form/RuleHandler.js` that checks the other field’s value, and then configure the rule in Altinn Studio [2][3]. The source example shows a radio button with `""Yes""` / `""No""` where one function returns `true` when the value is `""Yes""` and another returns `true` when it is not `""Yes""` [3].

In short:  
- **Dynamic express…",
4b61bd80-cd1a-4de0-95a4-8ecd9cda948f,2026-05-31T16:28:12.443128Z,enrichment-off,gc-01-conditional-field-visibility,2,public-docs,new,"altinn-studio,hard",complete,0,false,chunks+answer,true,0.0,0.0,0.0,0.0,true,false,false,2,false,true,0,5,5,2,121c6cd3f2b4;56c322502a25;3a829e0e9b1c;bcf5f1f5310f;dbed56c98d89,121c6cd3f2b4;56c322502a25;3a829e0e9b1c;bcf5f1f5310f;dbed56c98d89,46573caa8ca8;55885dbe10b6,16108,6287,377,6664,0,3,3,"Use a **dynamic expression** / **logic rule** to control the field’s visibility. In Altinn, these expressions can define whether a form field should be **shown or hidden** based on another field’s value [1][2].

If you want the field to appear only when another field has a certain value, you typically set the target field’s **show/hide** property to an expression that checks the other field [1][2]. In Altinn Studio, this is called **logic** and the expression is attached to the relevant component field [2].

You can do this in two main ways:

- **In Altinn Studio** by adding a logic rule / expression in the app repository [3][5].
- **In `RuleHandler.js`** if you are using javascript-based dynamics, where show/hide rules are defined as JavaScript functions [5].

If you are using the newer e…",
2ab90ba5-daac-4979-a462-1052209262ae,2026-05-31T16:28:27.716797Z,enrichment-off,gc-02-dialogporten-what-is,0,public-docs,new,"altinn-dialogporten,hard",complete,0,false,chunks+answer,true,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,true,true,true,1,false,,0,7,5,3,66335015006e;ea7de904e1aa;f3899e00b3c2;8276b4fa40a8;6d7dbdb4fddc;0f76a4965326;4a9ad6cd2bd1,66335015006e;ea7de904e1aa;f3899e00b3c2;6d7dbdb4fddc;0f76a4965326,d4528782a4c8;d1b16e295b68;f3899e00b3c2,15273,4260,384,4644,0,3,3,"Dialogporten is a **common API and metadata state store for digital dialogs** [2]. In practice, it is meant to make **secure and efficient communication** between public service platforms like **Altinn** and users easier by providing a **standardized way to handle digital dialogs and messages** [2].

What it does, more concretely:
- It makes messages and dialogs from **Altinn 3 and other digital service platforms** available to end-user systems in a **common format** [1].
- It manages the **metadata** associated with those dialogs so different systems can work together more easily [2].
- It supports both **end-user API** and **service-owner API** use cases, including **REST** and **GraphQL** for the end-user API, and **REST search** for the service-owner API [4][5].
- For Altinn Apps, it c…",
10690176-34fd-4321-a5ee-1047a68fc787,2026-05-31T16:28:41.948363Z,enrichment-off,gc-02-dialogporten-what-is,1,public-docs,new,"altinn-dialogporten,hard",complete,0,false,chunks+answer,true,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,true,true,true,1,false,,0,7,6,3,66335015006e;ea7de904e1aa;d4528782a4c8;20391f3e6ac4;1a65d1130939;d67af305d6ff;0f76a4965326,66335015006e;ea7de904e1aa;d4528782a4c8;20391f3e6ac4;1a65d1130939;d67af305d6ff,d4528782a4c8;d1b16e295b68;f3899e00b3c2,14224,4262,373,4635,0,3,3,"Dialogporten is a **common API and metadata state store for digital dialogs** [2]. In practical terms, it provides a **standardized way to handle digital dialogs and messages** between public service platforms like Altinn and users, with a focus on **secure and efficient communication** [2].

What it does, based on the sources:
- It makes messages and dialogs from **Altinn 3 and other digital service platforms** accessible to end-user systems in a **common format** [1].
- It provides a common **“dialog” meta-representation** of interactive digital dialog services, regardless of platform [3].
- It is integrated with **Altinn Authorization, Maskinporten, and ID-porten** for trust and security [3].
- It includes **“Arbeidsflate”**, a web-based GUI frontend that replaces **“Altinn innboks”** […",
a600db4e-eda2-4ad3-9315-cb3a71136e7f,2026-05-31T16:28:56.289245Z,enrichment-off,gc-02-dialogporten-what-is,2,public-docs,new,"altinn-dialogporten,hard",complete,0,false,chunks+answer,true,0.0,0.0,0.0,0.0,true,false,false,2,false,true,0,6,4,3,66335015006e;ea7de904e1aa;a233d1c22ebe;c8a40bf7035a;0f76a4965326;4a9ad6cd2bd1,66335015006e;ea7de904e1aa;a233d1c22ebe;c8a40bf7035a,d4528782a4c8;d1b16e295b68;f3899e00b3c2,14339,6134,402,6536,0,3,3,"Dialogporten is a **common API and metadata state store for digital dialogs** [2]. In practical terms, it is a solution that makes messages and dialogs from **Altinn 3 and other digital service platforms** accessible to end-user systems in a **common format** [1].

What it actually does is:
- **Represents a digital service instance as a “dialog”** [3].
- Stores key metadata about that dialog, such as the **sender**, **recipient**, and a reference to the relevant **service definition in Altinn Resource Registry** [3].
- Includes user-facing content like a **title**, **short summary text**, and **activity history** showing actions and state changes over time [3].
- **Publishes events** when dialogs change, including creation, updates, transmissions, and activities, so other systems can react…",
5af98a3c-cd44-4195-818e-3e28de304b40,2026-05-31T16:29:11.673190Z,enrichment-off,gc-03-system-acts-for-company,0,public-docs,new,"altinn-systemuser,hard",complete,0,false,chunks+answer,true,0.0,0.0,0.0,0.0,false,false,false,2,false,true,0,6,3,3,7dddbc3051e8;ac59b367d616;fd72a28afd94;26eabb350bcb;8ab383fc52aa;e91ae6feb41d,7dddbc3051e8;ac59b367d616;e91ae6feb41d,050fbe324462;6f4a1ef342c8;e6f7545a1adc,15382,6389,415,6804,0,3,3,"An accounting program can submit data to Altinn by using a **System User** setup in **Altinn Authorization** with **Maskinporten** authentication, so the program can act on behalf of the company without a person logging in each time. [1][2][3]

In practice, the vendor registers the accounting program as a **System** in the **System Registry**, including the rights it needs and the **Maskinporten client ID** it will use. [1][3] Then a **System User** is created for the company, and the required rights are delegated to that System User. [1][3] After that, the program can use the System User token to call Altinn APIs and submit data on behalf of the organization. [2][3]

So the closest source term to your question is: **System User + Maskinporten + System Registry**. [1][2][3]

",
598e3d9e-c85b-4213-80dd-3cc05bc488ad,2026-05-31T16:29:26.569464Z,enrichment-off,gc-03-system-acts-for-company,1,public-docs,new,"altinn-systemuser,hard",complete,0,false,chunks+answer,true,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,true,true,true,2,false,true,0,8,4,3,050fbe324462;1fa6dcfbd7fb;a9606ba0b9c9;6be6764fadc0;65ff54a13f8d;e60cd5119f0d;e86a94847ee8;33c85fc05357,050fbe324462;1fa6dcfbd7fb;a9606ba0b9c9;65ff54a13f8d,050fbe324462;6f4a1ef342c8;e6f7545a1adc,14896,6275,417,6692,0,3,3,"An accounting program can submit data without a person logging in each time by using a **system user** in Altinn. A system user is a virtual user that lets systems and software, such as an accounting program, retrieve and submit data on behalf of the organization, and actions are registered as done by the system user rather than a specific person. [1]

In the accounting scenario, the accountant/client first delegates the necessary rights in Altinn, the client administrator links the client to the system user, the system user retrieves a token from **Maskinporten**, and then the end-user system submits the report via API. [2][3]

One important limitation is that Altinn does **not** control which employees inside the accounting program may use the system user; that access control must be han…",
d9ae8f16-9c36-4169-9943-113204f8471b,2026-05-31T16:29:40.205873Z,enrichment-off,gc-03-system-acts-for-company,2,public-docs,new,"altinn-systemuser,hard",complete,0,false,chunks+answer,true,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,true,true,true,1,false,,0,6,3,3,e6f7545a1adc;050fbe324462;fffd1547fdeb;b829d1995ab7;1cac2d1c116d;386a7efbc9c7,e6f7545a1adc;050fbe324462;fffd1547fdeb,050fbe324462;6f4a1ef342c8;e6f7545a1adc,13634,4363,439,4802,0,3,3,"An accounting program can submit data to Altinn by using a **system user** created for the organization, which gives the system access to retrieve and submit data on behalf of the company without linking actions to a specific person. [2]

There are two relevant ways to create that system user:

- **User-controlled creation**: the end-user logs into Altinn, selects the system, and approves the predefined permissions directly. [1]
- **Vendor-controlled creation**: the system vendor sends a request to Altinn, and the end-user approves the request in Altinn before the system user is created. [3]

So, for an accounting program to submit data without a person logging in each time, it uses a **system user** with the necessary permissions approved once in Altinn. [2][1][3]",
d69f3c65-28bc-42d2-a724-84c0c9ead44e,2026-05-31T16:29:54.233368Z,enrichment-off,gc-04-notify-instead-of-polling,0,public-docs,new,"altinn-events,hard",complete,0,false,chunks+answer,true,0.5,0.5,0.5,0.5,true,true,true,1,false,,0,7,4,2,c4464cc8c17e;fb897d22bdf4;4aa2b0740446;fd2b51bae6e8;5fdc153cdf30;a61921e48409;0982030b4be9,c4464cc8c17e;fb897d22bdf4;5fdc153cdf30;0982030b4be9,fb897d22bdf4;f183fac18900,14019,4084,345,4429,0,3,3,"The recommended way is to **subscribe to events via a webhook** so your system gets notified **asynchronously** when something happens, instead of continuously checking/polling for changes. Altinn Events lets you register a custom webhook endpoint and receive events there, and this is described as the recommended approach for receiving events from Altinn Events. [1][2]

For Altinn forms/apps, you would typically subscribe to the relevant **app events** such as `app.instance.created`, `app.instance.process.movedTo.{Task ID}`, `app.instance.process.completed`, and `app.instance.substatus.changed`. [3]

If you can’t use webhooks yet, the Events API also supports **querying events** as a fallback for scheduled requests, but the documentation explicitly says the event-driven webhook approach is…",
