run-id,timestamp,config-id,question-id,repeat,dataset,source,question-tags,status,clarification-rounds,terminal-clarification?,grounding-mode,answer-substring-hit?,answer-judge-verdict,answer-judge-score,answer-judge-rationale,answer-judge-model,task-difficulty,task-difficulty-rationale,recall-at-5,recall-at-10,recall-at-20,citation-recall,golden-in-search-pool?,golden-pool-rank,golden-in-display?,golden-display-rank,golden-read?,golden-features,pool-head,search-passes,issued-queries,insufficiency-fired?,refinement-corpus-grounded?,enrichment-hits,n-retrieved,n-cited,n-expected,retrieved-chunk-ids,cited-chunk-ids,expected-chunk-ids,elapsed-ms,prompt-tokens,completion-tokens,total-tokens,cached-tokens,llm-calls,reasoning-tokens,finish-reason,length-finish?,empty?,steps-executed,response,error
bbb222ae-27ea-472c-becd-96048072706d,2026-06-11T12:08:19.606045Z,snippet-AB,ue-broker-01-filoverforing-tilstander,1,public-docs,new,"altinn-broker,hard",complete,0,false,chunks+answer,true,correct,0.86,"Kandidaten oppgir alle hovedstatusene i riktig livsløp og inkluderer de to alternative slutt-/feiltilstandene med korrekt begrensning for Avbrutt, men legger til en del ekstra detaljer som ikke fremgår av referansen.",gpt-5.5,2,Spørsmålet bruker dokumentasjonens egne termer og etterspør en eksplisitt statusliste som sannsynligvis finnes samlet i én relevant dokumentasjonsdel.,1.0,1.0,1.0,0.0,true,2,true,2,true,"dd56b73485fd6 R18.3 P3.6 h3.0 or2.0 L2169 3/? ty:content+hypothetical-questions+phrase b[0.0,0.0,0.0,0.4,0.0,0.0] +q | Basic concepts","db35ba60edb88 R18.5 P4.8 h4.0 or2.0 L981 1/? ty:content+hypothetical-questions+metadata+phrase b[0.0,0.0,0.0,0.5,0.1,0.0] +q | About",1,filoverføring status livssyklus slettet altinn formidling meldingssystem | altinn formidling overføring status,false,,31,3,0,1,218bee00be34;a4577233c6f1;b02654551ce4,,218bee00be34,181266,16076,1388,17464,0,4,0,stop,false,false,3,"Ifølge dokumentasjonen beskriver Altinn Formidling filoverføringsprosessen som en **Endelig Tilstandsmaskin** med følgende 9 tilstander/statuser, fra initialisering til sletting:

1. **Initialisert** – Overføringsprosessen er startet av avsenderen (via API-kall).

2. **Opplasting pågår** – Store filer kan ta tid å laste opp; Altinn Formidling holder styr på fremgangen.

3. **Sjekk av opplasting** – Den opplastede filen valideres og sjekkes for virus.

4. **Avbrutt** – Filoverføringen er blitt avslått/avbrutt. Dette støttes så lenge ingen nedlastingsprosess har startet. (Dette er en alternativ endevei.)

5. **Publisert** – Filen er ferdig opplastet, kontrollert og klar for nedlasting av mottakere.

6. **Nedlastinger initiert** – En eller flere mottakere har starta nedlastingen av filen.

7. **Overføring feilet** – Den samlede overføringsprosessen mislyktes (enten under opplasting, behandling eller nedlasting). Også dette er en alternativ endevei.

8. **Alle bekreftet nedlastet** – Alle nødvendige mottakere har bekreftet at de har lasta filen ned vellykket.

9. **Slettet** – Den opplastede filen har blitt sletta fra Altinn Formidling. Dette kan skje på spesifikk forespørsel fra avsenderen, eller etter avtalte saneringskriterier (f.eks. når alle nødvendige mottakere har bekreftet nedlastingen).

I tillegg finnes det tilknyttede webhook-hendelser som signaliserer overganger mellom disse statusene, f.eks.:
- `filetransferinitialized` – Ny filoverføring er opprettet
- `uploadprocessing` – Fila blir kontrollert etter opplasting
- `published` – Filen er klar for nedlasting
- `uploadfailed` – Opplasting eller kontroll feilet
- `downloadconfirmed` – En eller flere mottakere har bekreftet vellykket nedlasting
- `allconfirmeddownloaded` – Alle aktuelle mottakere har bekreftet nedlastning
- `filedeleted` – Filen er sletta fra Altinn Formidling",
2f959a7e-ca1d-44c2-9fad-d8584b823edf,2026-06-11T12:09:33.151150Z,snippet-AB,ue-broker-01-filoverforing-tilstander,0,public-docs,new,"altinn-broker,hard",complete,0,false,chunks+answer,true,correct,0.9,"Candidate lists all the required Altinn Formidling transfer states, including the normal sequence and the two alternative terminal/error states with the key condition for Avbrutt, without contradicting the reference.",gpt-5.5,2,The question uses the documentation’s own terminology and asks for a short explicit list likely found in a single state-machine section.,1.0,1.0,1.0,1.0,true,1,true,1,true,"dd56b73485fd6 R21.2 P3.6 h3.0 or1.9 L2169 3/? ty:content+hypothetical-questions+phrase b[0.0,0.0,0.0,0.4,0.0,0.0] +q | Basic concepts",,1,filoverføringer statuser arbeidsganger altinn formidling fra start til sletting | altinn formidling filoverforing status lifecycle,false,,31,2,2,1,218bee00be34;d29d4cc8560a,218bee00be34;d29d4cc8560a,218bee00be34,254817,8232,425,8657,0,3,0,tool_calls,false,false,3,"Basert på konteksten defineres overføringsprosessen i Altinn Formidling med en Endelig Tilstandsmaskin som omfatter følgende tilstander [1]:

- __Initialisert__: Overføringsprosessen er initialisert av avsenderen [1].
- __Opplasting pågår__: Store filer lastes opp, og systemet holder styr på fremgangen [1].
- __Sjekk av opplasting__: Opplastede filer valideres og sjekkes for virus [1].
- __Avbrutt__: Overføringen kan stoppes så lenge ingen nedlastingsprosess har startet [1].
- __Publisert__: Filen er klar for at mottakere skal kunne laste den ned [1].
- __Nedlastinger initiert__: En eller flere mottakere har startet nedlastingen [1].
- __Overføring feilet__: Den samlede overføringsprosessen mislykkes av en grunn under opplastning, behandling eller nedlasting [1].
- __Alle bekreftet nedlastet__: Alle nødvendige mottakere har bekreftet at filen er lastet ned [1].
- __Slettet__: Den opplastede filen har blitt fjernet fra lagringen (enten på spesifikk forespørsel eller etter avtalte saneringskriterier) [1].

**Merk vedrørende spørsmålings formulering «fra den blir startet til filen er slettet»:**  
Konteksten beskriver dette som et Endelig Tilstandsmaskin-modell med forskjellige forgreininger, ikke entydig lineære steg. En overføring vil avhengig av hendelsesforløpet (suksess, feil eller manuell inngripen) treffe ulikt antall og typer tilstander [1]. Prosessen kan f.eks. ende opp i __Avbrutt__ eller __Overføring feilet__ uten å nå nedlasting eller sletting umiddelbart [1]. Videre noteres det at konseptet lar filer bli liggende i systemet etter publisering dersom de brukes til annet formål enn én enkelt overførsel, slik at selve prosessen avsluttes før en eventual separat fjerningsprosess starter [1]. API-dokumentasjonen refererer også til disse som `status`-verdier (f.eks. `""published""`) i filtre for `/filetransfer/`, hvilket tilsvarer modellens tilstander [2].",
ae2a63cb-8fc4-4634-9324-f1baa1513240,2026-06-11T12:11:04.322381Z,snippet-AB+read-hi,ue-broker-01-filoverforing-tilstander,0,public-docs,new,"altinn-broker,hard",complete,0,false,chunks+answer,true,correct,0.9,"Kandidaten oppgir alle statusene fra referansen, inkludert hovedrekkefølgen i praksis og de to alternative slutt-/feiltilstandene med vilkåret for Avbrutt, uten å motsi nøkkelfakta.",gpt-5.5,2,Spørsmålet bruker direkte dokumentasjonsnære termer og krever primært å hente en eksplisitt statusliste fra én relevant kilde.,1.0,1.0,1.0,1.0,true,2,true,2,true,"dd56b73485fd6 R19.8 P3.6 h3.0 or2.0 L2169 3/? ty:content+hypothetical-questions+phrase b[0.0,0.0,0.0,0.4,0.0,0.0] +q | Basic concepts","d66fc9e336d8d R20.1 P2.5 h2.0 or1.1 L1613 0/? ty:content+hypothetical-questions b[0.0,0.0,0.0,0.4,0.0,0.0] +q | Broker",1,altinn formidling filoverføring status fra start til sletting | altinn formidling filesize,false,,16,3,1,1,e3947f754c1e;3c8249b4a44c;218bee00be34,218bee00be34,218bee00be34,345989,11228,584,11812,0,5,0,tool_calls,false,false,3,"Basert på konteksten gjennomgår en filoverføring i Altinn Formidling følgende tilstander (statusser), som er definert for den overordnede filoverføringsprosessen [1]:

* **Initialisert**: Overføringsprosessen startes av avsenderen.
* **Opplasting pågår**: Filene lastes opp, og fremgang holdes oversiktlig.
* **Sjekk av opplasting**: De opplastede filene valideres og skannes for virus.
* **Avbrutt**: Prosessen avbrytes (kun så lenge ingen nedlastingsprosess har startet).
* **Publisert**: Filen er klar for nedlasting fra mottakere.
* **Nedlastinger initiert**: En eller flere mottakere starter nedlastingen.
* **Overføring feilet**: Den samlede overføringsprosessen mislykkes under opplasting, behandling eller nedlasting.
* **Alle bekreftet nedlastet**: Alle nødvendige mottakere har bekreftet at de har hentet filen.
* **Slettet**: Filen er fjernet på spesifikk forespørsel fra avsender eller etter avtalte kriterier for sanering [1].

**Merk om rekkefølge og skjønn:** Kildeteksten presiserer at disse tilstandene representerer en _Endelig Tilstandsmaskin_ for den samlede filoverføringsprosessen [1]. Det betyr ikke nødvendigvis lineær sekvens der alle stasjoner må gjennomgås; flere av dem fungerer som alternative endepunkter eller parallellstater (f.eks. kan prosessen ende i både `Avbrutt`, `Overføring feilet` eller `Alle bekreftet nedlastet` før eventual sletting) [1]. Alle statusene er hentet direkte fra den offisielle terminologien for Altinn Formidling [1].",
666f8095-199d-4499-96fa-3b341801418f,2026-06-11T12:13:47.322962Z,snippet-AB,ue-broker-01-filoverforing-tilstander,2,public-docs,new,"altinn-broker,hard",complete,0,false,chunks+answer,true,correct,0.9,"Kandidaten oppgir hele hovedsekvensen og de to ekstra slutt-/feiltilstandene med riktig begrensning for Avbrutt, selv om den legger til noen detaljer som ikke er nødvendige i referansen.",gpt-5.5,2,"Spørsmålet bruker dokumentasjonens egne begreper og krever primært å hente en eksplisitt statusliste fra én relevant kilde, med et lite tillegg om alternative slutt-/feiltilstander.",1.0,1.0,1.0,1.0,true,1,true,1,true,"dd56b73485fd6 R21.5 P3.6 h3.0 or1.0 L2169 3/? ty:content+hypothetical-questions+phrase b[0.0,0.0,0.0,0.4,0.0,0.0] +q | Basic concepts",,1,filoverføring status | formidling filstatus livssyklus | transfer statuses formidling,false,,30,3,1,1,218bee00be34;e3947f754c1e;38aa10a64532,218bee00be34,218bee00be34,254170,8328,421,8749,0,3,0,tool_calls,false,false,3,"Basert på konteksten er filoverføringsprosessen i Altinn Formidling beskrevet som en **endelig tilstandsmaskin**, og den kan bevege seg mellom følgende statuser/tilstander [1]:

* `Initialisert` – Overføringsprosessen settes i gang av avsenderen.
* `Opplasting pågår` – Store filer lastes opp, og fremgangen spores [1].
* `Sjekk av opplasting` – Den opplastede fila valideres og sjekkes for virus [1].
* `Publisert` – Fila er ferdig behandlet og klar for nedlasting [1].
* `Nedlastinger initiert` – En eller flere mottakere har startet å hente filen [1].
* `Alle bekreftet nedlastet` – Alle nødvendige mottakere har verifisert at de vellykket har lastet fila ned [1].
* `Avbrutt` – Prosessen stoppes så lenge ingen nedlasting er startet [1].
* `Overføring feilet` – Den samlede prosessen mislykkes (under opplasting, behandling eller nedlasting) [1].
* `Slettet` – Fila fjernes fra systemet, enten på direkte forespørsel fra avsenderen eller automatisk etter definerte saneringsregler (f.eks. når alle nødvendige mottakere har bekreftet nedlastingen) [1].

**Merkning om rekkefølge og greninger:**  
Spørsmålet impliserer en lineær sekvens, men kilden beskriver systemet som en tilstandsmaskin hvor **hendelser styrer overgangene**, ikke én fast rute [1]. Avhengig av hvilke forhold eller brukerhandlinger som skjer underveis, kan prosessen for eksempel gå `Initialisert → Opplasting pågår → Sjekk av opplasting → Publisert → Nedlastinger initiert → Alle bekreftet nedlastet → Slettet`, men den kan også grene til `Avbrutt` eller `Overføring feilet` ved relevante tidspunkter. Det finnes dermed flere mulige stier fra start (`Initialisert`) mot sluttstatusen (`Slettet`).",
2e921f2e-498a-4149-bdd9-144bc9a88b8e,2026-06-11T12:15:13.843489Z,snippet-AB+read-hi,ue-broker-01-filoverforing-tilstander,1,public-docs,new,"altinn-broker,hard",complete,0,false,chunks+answer,true,correct,0.85,"Kandidaten dekker alle statusene og nevner de to slutt-/feiltilstandene med riktig begrensning for Avbrutt, selv om feil-/avbrutt-tilstandene blandes noe inn i hovedsekvensen og enkelte ekstra detaljer ikke finnes i referansen.",gpt-5.5,2,Spørsmålet bruker direkte dokumentasjonsvokabular og ber om en eksplisitt statusliste som sannsynligvis finnes samlet i én relevant dokumentasjonsdel.,1.0,1.0,1.0,1.0,true,1,true,1,true,"dd56b73485fd6 R21.8 P3.6 h3.0 or0.8 L2169 3/? ty:content+hypothetical-questions+phrase b[0.0,0.0,0.0,0.4,0.1,0.0] +q | Basic concepts",,1,filoverføring status formidling | formidling file transfer status lifecycle slettet | Altinn 3 deliverance transmission status,false,,51,4,1,1,38aa10a64532;e3947f754c1e;3c8249b4a44c;218bee00be34,218bee00be34,218bee00be34,414235,10044,517,10561,0,4,0,tool_calls,false,false,3,"Basert på konteksten følger en filoverføring i Altinn Formidling et definert sett med tilstander (statuser) som utgjør den overordnede *Endelig Tilstandsmaskin* for prosessen [1]. Statusene fra oppstart mot sletting er:

1. **Initialisert** – Overføringsprosessen startes/initialiseres av avsenderen [1].
2. **Opplasting pågår** – Filer lastes opp, og fremgangen holdes styr på (spesielt relevant for store filer) [1].
3. **Sjekk av opplasting** – Den opplastede filen valideres og sjekkes for virus [1].
4. **Avbrutt** – Overføringen kan brytes ned, så lenge ingen mottaker har startet en nedlastingsprosess [1].
5. **Publisert** – Filen er behandlet og gjort klar til nedlasting av mottakere [1].
6. **Nedlastinger initiert** – En eller flere mottakere starter henting/downloading av filen [1].
7. **Overføring feilet** – Den samlede prosessen mislykkes under opplasting, behandling eller nedlasting hos en eller flere mottakere [1].
8. **Alle bekreftet nedlastet** – Alle nødvendige mottakere har signalisert at de vellykket har lastet filen ned [1].
9. **Slettet** – Filen fjernes, enten på direkte forespørsel fra avsender eller automatisk etter avtalte kriterier (f.eks. når alle nødvendige mottakere har bekreftet) [1].

Dette settet med tilstander dekker den overordnede overføringsprosessen og hvordan status rapporteres tilbake til avsenderen [1]. Den faktiske veien filoverføringen tar gjennom disse statuserne vil variere basert på om prosessen fullføres, avbrytes eller feiler underveis. Alle begrepene er direkte hentet fra Altinn Formidlings spesifikasjon for filoverføringsmodellen [1].",
e96ebdd1-c37c-45b6-8c86-9df2f725220e,2026-06-11T12:16:10.109816Z,snippet-AB+read-hi,ue-broker-01-filoverforing-tilstander,2,public-docs,new,"altinn-broker,hard",complete,0,false,chunks+answer,true,correct,0.9,"Kandidaten oppgir alle statusene fra referansen, inkludert hovedflyten og feil-/sluttilstandene, uten å motsi nøkkelfakta, selv om den legger til noen ekstra detaljer utover referansen.",gpt-5.5,2,Spørsmålet bruker dokumentasjonens egne begreper og ber om en eksplisitt statusliste som sannsynligvis finnes samlet i én relevant del av dokumentasjonen.,1.0,1.0,1.0,1.0,true,1,true,1,true,"dd56b73485fd6 R21.8 P3.6 h3.0 or0.9 L2169 3/? ty:content+hypothetical-questions+phrase b[0.0,0.0,0.0,0.4,0.1,0.0] +q | Basic concepts",,1,filoverføring status altinn formidling | file transfer lifecycle status formidling | formidlet fil statuser prosessering sletting,false,,66,3,1,1,218bee00be34;38aa10a64532;e21b490e680b,218bee00be34,218bee00be34,305786,8217,447,8664,0,3,0,tool_calls,false,false,3,"Basert på konteksten følger en filoverføring i Altinn Formidling et endelig tilstandsmaskinmodell som omfatter følgende mulige statuser/tilstander fra prosessen startes mot potensiell sletting [1]:

* __Initialisert__: Overføringsprosessen er initialisert av avsenderen. 
* __Opplasting pågår__: Store filer kan ta tid å laste opp, og Altinn Formidling holder styr på fremgangen.
* __Sjekk av opplasting__: Opplastede filer valideres og sjekkes for virus.
* __Avbrutt__: Overføringen stoppes så lenge ingen nedlastingsprosess har startet. 
* __Publisert__: Filen er klar for nedlasting.
* __Nedlastinger initiert__: En eller flere mottakere har startet nedlastingen.
* __Overføring feilet__: Den samlede overføringsprosessen mislyktes, enten under opplasting, behandling eller nedlasting [1].
* __Alle bekreftet nedlastet__: Alle nødvendige mottakere har bekreftet at de har lastet ned filen. 
* __Slettet__: Filen er slettet, enten på spesifikk forespørsel fra avsenderen eller automatisk etter saneringskriterier (f.eks. når alle nødvendige mottakere har bekreftet nedlastingen) [1].

Det er viktig å merke seg at disse statuserne ikke nødvendigvis gjennomløpes i en streng lineær rekkefølge, da tilstandsmaskinmodellen tillater forgreninger og feilhantering underveis. En vellykket flyt mot sletting går typisk fra `Initialisert` → opplastings-/valideringsfaser → `Publisert` → nedlastningsstadier (`Nedlastinger initiert`, `Alle bekreftet nedlastet`) → til slutt utløses automatiske saneringsregler som overfører prosessen til `Slettet` [1].",
bd719c9b-4a42-4fdc-963c-88bceb31ece3,2026-06-11T12:21:29.008665Z,snippet-AB,ue-broker-02-slette-tid-tilgjengelig,0,public-docs,new,"altinn-broker,hard",complete,0,false,chunks+answer,true,correct,0.9,"The candidate states the TTL default and maximum, the purge-after-confirmation flag, and the grace period default and maximum, with no material contradiction to the reference.",gpt-5.5,3,"The question has two related parts requiring connecting several configuration fields likely from the same Broker documentation section, but uses fairly direct vocabulary.",1.0,1.0,1.0,0.0,true,3,true,3,true,"d479e27df943e R18.4 P3.5 h3.0 or1.0 L2440 0/? ty:content+hypothetical-questions+phrase b[0.0,0.0,0.0,0.4,0.0,0.0] +q | What do you get","da336d6bb019e R18.8 P2.5 h2.0 or0.1 L628 0/? ty:content+phrase b[0.0,0.0,0.0,0.4,0.0,0.0] | Broker transition ;; db55635ab8974 R18.4 P3.6 h3.0 or1.2 L1198 1/? ty:content+hypothetical-questions+metadata b[0.0,0.0,0.0,0.4,0.1,0.0] +q | About",4,altinn broker | fte altinn broker | altinn broker expires expiration filtilgjengelighet | altinn broker delete sender confirmation recipient bekreftelse slett | altinn broker expires ttl retention periode holdbarhet max_age | altinn broker delete_after_confirmation bekreftelse slett fil | altinn broker send files ttl expires duration configuration | Altinn Broker API filmetadata expiry delete time sender configurering,false,false,61,2,0,1,5ebfb5d57656;0127378417da,,0127378417da,461684,59919,1408,61327,0,7,0,stop,false,false,3,"Based on the Altinn Broker documentation, here's how file availability and deletion work:

## How Long a File Stays Available for Download

The sender determines **`FileTransferTimeToLive`** — this is the total time a file remains available for download by recipients from when it becomes ready in their inbox. 

- **Default:** 30 days
- **Maximum:** One year (12 months)

After `FileTransferTimeToLive` expires, the file simply becomes inaccessible to all recipients regardless of whether they have downloaded or confirmed receipt yet. The data is effectively purged.

## Controlling Deletion After Recipients Confirm

If you want files deleted earlier — specifically once **all** recipients have acknowledged them (confirmed download) — there are two additional settings:

1. **`PurgeFileTransferAfterAllRecipientsConfirmed`**: A boolean flag that determines whether the file should be purged/deleted as soon as all confirmed its receipt. Set to `true` or false. If you leave this off, files stay until `FileTransferTimeToLive` expires regardless of confirmation status.

2. **`PurgeFileTransferGracePeriod`**: This is only relevant if above is set to `""true""`. It defines an additional grace period — how long the file remains available for download *after* all recipients have confirmed receipt, before it gets deleted automatically.
   - **Default:** 2 hours
   - **Maximum:** 24 hours

### Practical Example

Let's say you want a file to be kept only until everyone has received it (plus maybe give people one last hour in case someone wasn't looking at the moment of confirmation):

- Set `PurgeFileTransferAfterAllRecipientsConfirmed` = `""true""`
- Set `PurgeFileTransferGracePeriod` = 2 hours (or up to 24)
- Set `FileTransferTimeToLive` accordingly as a fallback ceiling if needed",
55af5d2c-9d17-4592-96ca-fdb20212d34c,2026-06-11T12:26:19.892012Z,snippet-AB+read-hi,ue-broker-02-slette-tid-tilgjengelig,1,public-docs,new,"altinn-broker,hard",complete,0,false,chunks+answer,true,correct,0.9,"The candidate states the correct TTL default and maximum and correctly identifies the purge flag and grace period default/maximum, with only minor extra details beyond the reference.",gpt-5.5,2,"The question asks for a short set of directly documented Broker configuration facts likely found together in one relevant chunk, with only a small mapping from plain language to parameter names.",1.0,1.0,1.0,0.0,true,2,true,2,true,"d479e27df943e R21.0 P3.6 h3.0 or1.6 L2440 0/? ty:content+hypothetical-questions+phrase b[0.0,0.0,0.0,0.4,0.0,0.0] +q | What do you get","de960d2f402e0 R23.0 P1.5 h1.0 or1.0 L1302 4/? ty:content b[0.0,0.0,0.0,0.4,0.0,0.0] | Getting started",1,altinn broker how long files stay available download delete | alte brosjyre tilganger flete nedlasting | Altinn Broker uthenting filopphold slett,false,,39,3,0,1,0127378417da;ff978b271bc9;beb2963e72a3,,0127378417da,290881,14748,1029,15777,0,4,0,stop,false,false,3,"Based on the Altinn Broker documentation, there are three configurable parameters that control how long files remain available for download and when they get deleted:

### How long a file stays available for download:

| Parameter | Description | Default | Maximum |
|---|---|---|---|
| `FileTransferTimeToLive` | How long the file is available for download from publication until it expires | **30 days** | **1 year** (365 days) |

### When files get deleted after recipients confirm:

Two additional parameters control post-confirmation deletion:

| Parameter | Description | Default | Maximum |
|---|---|---|---|
| `PurgeFileTransferAfterAllRecipientsConfirmed` | Whether the file is automatically purged once **all** recipients have confirmed receipt (`true`/`false`) | — | — |
| `PurgeFileTransferGracePeriod` | If set to `true`, this specifies how long after confirmation all required recipients download before deletion begins. The recipient can still access/download files during this grace period. | **2 hours** | **24 hours** |

### How the process works:

1. When the sender publishes a file, it enters the **""Published""** state and becomes available for recipients to download.
2. Recipients receive automatic notifications (email or SMS), with reminders sent after 7 days if unopened.
3. Once all required recipients confirm their downloads (`All Confirmed Downloaded` state), two things can happen:
   - If `PurgeFileTransferAfterAllRecipientsConfirmed = false`, the file remains available until `FileTransferTimeToLive` expires (up to one year).
   - If set to `true`, a grace period begins after all confirm. Recipients retain access for the duration of `PurgeFileTransferGracePeriod`. After that, the file transitions to **""Deleted""** and is purged from storage.

The sender fully controls these settings when initiating a file transfer through Altinn Broker's APIs.",
4f725888-1b3d-4155-80ea-f43a6ae6fede,2026-06-11T12:27:29.775017Z,snippet-AB,ue-broker-02-slette-tid-tilgjengelig,1,public-docs,new,"altinn-broker,hard",complete,0,false,chunks+answer,false,incorrect,0.2,"The candidate vaguely notes configurable purge after all recipients confirm, but it omits the key settings and defaults/maxima and directly contradicts the reference by claiming there is no fixed/default availability countdown or grace period.",gpt-5.5,3,"The question has two related parts requiring identification of specific Broker configuration fields and their default/maximum values, likely from the same documentation area but with some synthesis.",0.0,0.0,0.0,0.0,true,1,true,1,false,"d479e27df943e R19.0 P3.5 h3.0 or1.1 L2440 0/? ty:content+hypothetical-questions+phrase b[0.0,0.0,0.0,0.4,0.0,0.0] +q | What do you get",,4,altinn broker file retention deletion time | Altinn Broker meldingsboks dokument tilgjengelighet sletting | broker file availability duration recipient confirm | altinn broker eksponeringstid tilgjengelighet period | altinn broker eksponeringstid until deleted | broker file transfer retention period confirmation download deletion | altinn broker until deleted recipient | eksponeringstid tilgjengelighet bekrefte nedlastning,false,false,109,3,0,1,58d70ee53466;3460e01be5a1;ff978b271bc9,,0127378417da,679663,112605,1770,114375,0,10,0,tool_calls,false,false,3,"Based on the retrieved Altinn Broker developer documentation (specifically from **""Basic concepts""**), availability is handled through an **event-driven state machine** rather than a fixed time limit:

### How long does it stay available?
A file remains publicly downloadable from the moment its transfer reaches the **`Published`** state (""Ready for downloads""). It stays accessible in this state until recipients begin interacting with it or deletion criteria are met. The process flows as follows:
1. **`Downloads Initiated`**: One or more recipients starts a download.
2. **`All Confirmed Downloaded`**: All required recipients have successfully confirmed the download of their respective files.

### How do you control when it gets deleted after confirmation?
Deletion in Altinn Broker is not governed by a hard-coded, default countdown timer (e.g., ""7 days""). Instead, availability and purging are controlled via **agreed criteria for deletion** set during service configuration:

* **Automatic Purge on Confirmation:** You can configure the transfer so that once all required recipients have confirmed their download (**`All Confirmed Downloaded`**), a purge trigger automatically moves the file to the `Deleted` state, removing it from Broker File Storage.
* **Explicit Sender Control:** Throughout any phase where no downloads are actively initiated (or as long as pre-download cancellation is supported), you retain direct control over the lifecycle. You can manually request specific deletion of the transfer before confirmation criteria or automatic purging occurs.

Because there is no preset ""expiry date"" mentioned in the configuration documentation, controlling deletion after recipient confirmation relies entirely on your service definition to automatically transition the file from `All Confirmed Downloaded` straight into the final `Deleted` state once those confirmed milestones are hit.",
cb4fd4a9-674f-4c19-8f97-533f552f5c8a,2026-06-11T12:27:53.692050Z,snippet-AB+read-hi,ue-broker-02-slette-tid-tilgjengelig,0,public-docs,new,"altinn-broker,hard",complete,0,false,chunks+answer,true,partial,0.55,"The candidate correctly identifies the confirmation-based purge flag and grace period with the 2-hour default, but misses FileTransferTimeToLive with its 30-day default and 1-year maximum and omits the grace period's 24-hour maximum while adding unsupported details.",gpt-5.5,3,"The question is a two-part query requiring connecting related Broker configuration parameters from the same topic, including defaults and limits, but uses fairly direct vocabulary.",0.0,0.0,0.0,0.0,true,1,true,1,false,"d479e27df943e R17.8 P3.6 h3.0 or1.5 L2440 0/? ty:content+hypothetical-questions+phrase b[0.0,0.0,0.0,0.4,0.0,0.0] +q | What do you get",,3,altinn broker fil tilgjengelig nedlasting sletting bekreftelse | fte altinn broker lagring tid slettetidspunkt | Altinn Broker storage time deletion confirmation | lagringsperiode retention file available download altinn broker | slette konfigurasjon etter bekreftelse mottaker time deletion policy | formidling API upload fil tilgjengelighet nedlasting sletting config | PurgeFileTransferGracePeriod tid timer dager | retention fil nedlasting altinn broker config policy time limit | sletting bekreftet mottaker periode konfigurasjon,false,false,145,6,0,1,218bee00be34;eb2f5401feb7;0a36ce72e13b;baa5a2c83539;38aa10a64532;e3947f754c1e,,0127378417da,759845,92499,1454,93953,0,10,0,tool_calls,false,false,3,"Basert på dokumentasjonen i Altinn Broker, styres hvor lenge filer er tilgjengelige for nedlasting etter at mottakere har bekreftet, av to konfigurasjonsparametere:

### Hovedkonsekter som påvirker lagringstid og sletting:
1. **`PurgeFileTransferAfterAllRecipientsConfirmed`** – Bestemmer om filen skal slettes umiddelbart etter at alle mottakere har bekreftet nedlasting (de fleste bruker `true`).

2. **`PurgeFileTransferGracePeriod`** – Hvis ovennevnte er satt til `""true""`, angir denne hvor lang tid det skal gå mellom de siste mottaers bekreftelse og faktisk sletting av filen fra Altinn Broker File Store (standardverdi: 2 timer).

### Typisk bruk i ressurskonfigurasjon
Når du konfigurerer en ressurssending via API-et, kan disse settes f.eks.:
```json
{
    ""PurgeFileTransferAfterAllRecipientsConfirmed"": true,
    ""PurgeFileTransferGracePeriod"": ""24H"" // eller liknende tidformat (f.eks. PT24H)
}
```

**Kort oppsummert:** Filene forblir tilgjengelige i opptil angitt grace-period etter at alle mottakere har bekreftet nedlastingen, og slettningen kan styres ved hjelp av parametrene `PurgeFileTransferAfterAllRecipientsConfirmed` (ja/nei) og `PurgeFileTransferGracePeriod` (tidslengde som default 2 timer).",
