run-id,timestamp,config-id,question-id,repeat,dataset,source,question-tags,status,clarification-rounds,terminal-clarification?,grounding-mode,answer-substring-hit?,answer-judge-verdict,answer-judge-score,answer-judge-rationale,answer-judge-model,task-difficulty,task-difficulty-rationale,recall-at-5,recall-at-10,recall-at-20,citation-recall,golden-in-search-pool?,golden-pool-rank,golden-in-display?,golden-display-rank,golden-read?,search-passes,issued-queries,insufficiency-fired?,refinement-corpus-grounded?,enrichment-hits,n-retrieved,n-cited,n-expected,retrieved-chunk-ids,cited-chunk-ids,expected-chunk-ids,elapsed-ms,prompt-tokens,completion-tokens,total-tokens,cached-tokens,llm-calls,steps-executed,response,error
e35a9849-a8c8-4a92-a7fa-c8ea6b0c457f,2026-06-02T07:05:51.823849Z,off,ue-broker-01-filoverforing-tilstander,0,public-docs,new,"altinn-broker,hard",complete,0,false,chunks+answer,true,partial,0.7,"Kandidaten gjengir alle statusene og de to alternative slutt-/feiltilstandene riktig, men legger til en unsupported og potensielt motstridende påstand om at prosessen kan avsluttes ved Publisert.",gpt-5.5,2,Spørsmålet bruker dokumentasjonens direkte begreper og ber om en eksplisitt statusliste som sannsynligvis finnes i én relevant del av dokumentasjonen.,1.0,1.0,1.0,1.0,true,2,true,2,true,1,altinn formidling filoverføring status startet slettet livssyklus statuser | altinn formidling filoverføring | styrt filoverføring | altinn 3 formidling filoverføring | initialisering av filoverføring | initialiserer en filoverføring,false,,0,5,1,1,218bee00be34;4236d1b1890c;f2c87d24c5be;989cc83e5afc;71edc1fa4e22,218bee00be34,218bee00be34,17860,4362,378,4740,0,3,3,"En filoverføring i **Altinn Formidling** kan gå gjennom disse statene fra start til sletting: **Initialisert → Opplasting pågår → Sjekk av opplasting → Publisert → Nedlastinger initiert → Alle bekreftet nedlastet → Slettet**. [1]

Det finnes også noen alternative/avvikende statuser i prosessen: **Avbrutt** hvis overføringen stoppes før nedlasting har startet, og **Overføring feilet** hvis prosessen mislykkes under opplasting, behandling eller nedlasting. [1]

Merk at kilden også sier at prosessen i noen tilfeller kan avsluttes allerede ved **Publisert**, dersom filen blir liggende i filarkivet for andre formål enn én enkelt filoverføring; da kan nedlasting og fjerning skje som separate prosesser. [1]",
51b46db8-9551-4a81-bc0c-3bf21bcba1ff,2026-06-02T07:06:18.672078Z,salient-on,ue-broker-01-filoverforing-tilstander,0,public-docs,new,"altinn-broker,hard",complete,0,false,chunks+answer,true,partial,0.7,"Kandidaten nevner alle statusene, men presenterer ikke hovedflyten i riktig rekkefølge, utelater at Avbrutt bare er mulig før nedlasting har startet, og legger til en usikret påstand om å stoppe etter Publisert/filarkiv.",gpt-5.5,2,Spørsmålet bruker direkte domenebegreper og ber om en eksplisitt statusliste som trolig finnes samlet i én dokumentasjonsdel.,1.0,1.0,1.0,1.0,true,2,true,2,true,1,altinn formidling filoverføring statuser startet slettet statusrekkefølge | filoverføring status | file transfer status | altinn formidling filoverføring statusrekkefølge | filoverføringen med gjeldende status og mottakerstatus | current status of the file transfer,false,,0,6,1,1,218bee00be34;ecf88d6d8f49;5469a0bdb8bf;0648048072bd;ca26fa46841e;989cc83e5afc,218bee00be34,218bee00be34,17299,4465,388,4853,0,3,3,"En filoverføring i Altinn Formidling kan gå gjennom disse tilstandene, slik de er beskrevet i tilstandsmaskinen: **Initialisert**, **Opplasting pågår**, **Sjekk av opplasting**, **Avbrutt**, **Publisert**, **Nedlastinger initiert**, **Overføring feilet**, **Alle bekreftet nedlastet** og **Slettet**. [1]

Det er verdt å merke seg at ikke alle overføringer nødvendigvis går gjennom alle disse statene; noen kan for eksempel avsluttes etter **Publisert** hvis filen skal bli liggende i filarkivet for andre formål enn én enkelt filoverføring. [1]",
b269dc40-ba0a-4bec-bc1c-871dd65e79ad,2026-06-02T07:06:42.316447Z,off,ue-broker-01-filoverforing-tilstander,1,public-docs,new,"altinn-broker,hard",complete,0,false,chunks+answer,true,partial,0.7,"Kandidaten oppgir alle statusene, men presenterer ikke hovedflyten like tydelig i riktig rekkefølge og mangler den viktige presiseringen om at «Avbrutt» bare er mulig før noen nedlasting har startet.",gpt-5.5,2,Spørsmålet bruker dokumentasjonens egne termer og ber om en konkret statusliste som sannsynligvis finnes samlet i én relevant del av dokumentasjonen.,1.0,1.0,1.0,1.0,true,2,true,2,true,1,altinn formidling filoverføring statuser startet slettet livsløp status | altinn formidling filoverføring | styrt filoverføring | altinn 3 formidling filoverføring | initialisering av filoverføring | initialiserer en filoverføring,false,,0,5,1,1,218bee00be34;f2c87d24c5be;38aa10a64532;e3947f754c1e;3c8249b4a44c,218bee00be34,218bee00be34,16596,4450,428,4878,0,3,3,"En filoverføring i Altinn Formidling kan gå gjennom disse statusene, slik de er oppgitt i tilstandsmaskinen: **Initialisert**, **Opplasting pågår**, **Sjekk av opplasting**, **Avbrutt**, **Publisert**, **Nedlastinger initiert**, **Overføring feilet**, **Alle bekreftet nedlastet** og **Slettet**. [1]

Det er verdt å merke seg at ikke alle overføringer nødvendigvis går gjennom alle disse statusene; noen kan for eksempel avsluttes tidligere, eller filen kan bli slettet etter at alle nødvendige mottakere har bekreftet nedlastingen. [1]",
2646f551-a903-4a4d-b4bc-92b8e4d4f040,2026-06-02T07:07:06.469198Z,salient-on,ue-broker-01-filoverforing-tilstander,1,public-docs,new,"altinn-broker,hard",complete,0,false,chunks+answer,true,partial,0.7,"Kandidaten nevner alle statusene, men gir ikke den korrekte hovedsekvensen tydelig, mangler vilkåret om at Avbrutt bare er mulig før nedlasting har startet, og legger til noe usikkert om at overføringer kan avsluttes etter Publisert eller slettes på annen måte.",gpt-5.5,2,Spørsmålet bruker dokumentasjonens egne begreper og etterspør en eksplisitt statusliste/tilstandsmaskin som trolig finnes samlet i én kilde.,1.0,1.0,1.0,1.0,true,1,true,1,true,1,altinn formidling filoverføring statuser startet slettet livsløp statusrekkefølge | filoverføring status | altinn formidling,false,,0,3,1,1,218bee00be34;5469a0bdb8bf;0648048072bd,218bee00be34,218bee00be34,15983,4478,347,4825,0,3,3,"En filoverføring i Altinn Formidling kan gå gjennom disse statusene, slik de er oppgitt i tilstandsmaskinen: **Initialisert**, **Opplasting pågår**, **Sjekk av opplasting**, **Avbrutt**, **Publisert**, **Nedlastinger initiert**, **Overføring feilet**, **Alle bekreftet nedlastet** og **Slettet**. [1]

Det er verdt å merke seg at ikke alle overføringer nødvendigvis går gjennom alle disse statusene; noen kan for eksempel avsluttes etter **Publisert**, mens andre kan bli **Avbrutt**, **feile**, eller ende i **Slettet** etter at nedlastingene er fullført eller filen slettes på annen måte. [1]",
8e60db8c-2561-44ca-a760-50fe8c987aef,2026-06-02T07:07:31.693582Z,off,ue-broker-01-filoverforing-tilstander,2,public-docs,new,"altinn-broker,hard",complete,0,false,chunks+answer,true,incorrect,0.25,"Kandidaten nevner noen relaterte hendelser/statusord, men mangler flere sentrale tilstander fra referansen, blander inn ikke-refererte tilstander som expired/uploadfailed, og motsier referansen ved å antyde at deleted ikke er en eksplisitt status.",gpt-5.5,2,Spørsmålet bruker direkte dokumentasjonsnære begreper og etterspør en eksplisitt statusliste som sannsynligvis finnes samlet i én relevant del av dokumentasjonen.,0.0,0.0,0.0,0.0,false,,false,,false,1,hvilke statuser kan en filoverføring i altinn formidling gå gjennom fra den blir startet til filen er slettet | initialisering av filoverføring | initialiserer en filoverføring | filoverføring og returnerte verdier | polling for status | vedlegget blir slettet fra meldingssystemet,false,,0,8,5,1,5469a0bdb8bf;0648048072bd;5546be296629;d29d4cc8560a;2be6187c2e42;6f7e6740d6f8;3c8249b4a44c;38aa10a64532,5469a0bdb8bf;5546be296629;d29d4cc8560a;2be6187c2e42;6f7e6740d6f8,218bee00be34,18497,4644,453,5097,0,3,3,"En filoverføring i Altinn Formidling ser ut til å gå gjennom disse statusene/hendelsene, men kildene gir ikke én samlet, eksplisitt statusliste fra start til sletting, så noen av navnene er hendelser og noen er statusverdier brukt i søk/filter. [2][3][4][5]

Typisk forløp er:

1. **Initialized / initialisert** – når initialiseringsoperasjonen er fullført vellykket, publiseres hendelsen **filetransferinitialized**. [1][2]  
2. **Upload failed** – hvis opplastings- eller opplastingsbehandlingssteget mislykkes, utløses **uploadfailed**. [2]  
3. **Published** – når den asynkrone opplastingsprosessen er fullført vellykket, utløses **published**. [2][3]  
4. **Recipient download state: initialized** – for mottakere brukes **recipientStatus = ""initialized""** når filen er publisert, men ikke last…",
dfd97e8b-010d-40a3-a20e-0d71d17f5d4d,2026-06-02T07:07:59.369292Z,salient-on,ue-broker-01-filoverforing-tilstander,2,public-docs,new,"altinn-broker,hard",complete,0,false,chunks+answer,true,partial,0.65,"Kandidaten nevner alle statusene, men presenterer feil-/sluttilstandene som del av en lineær rekkefølge, mangler betingelsen for Avbrutt, og legger til en usikret opplysning om at overføringer kan avsluttes etter Publisert.",gpt-5.5,2,Spørsmålet bruker direkte dokumentasjonsnære begreper og krever hovedsakelig å hente en eksplisitt statusliste fra én relevant kilde.,1.0,1.0,1.0,1.0,true,1,true,1,true,2,hvilke statuser kan en filoverføring i altinn formidling gå gjennom | filoverføring status | file transfer process states | Altinn Formidling status filoverføring | slettet filoverføring status Altinn Formidling | deleted file transfer status Altinn Broker | tilstandsdiagram filoverføring slettet | file transfer deleted status,false,false,0,3,1,1,218bee00be34;38aa10a64532;f2c87d24c5be,218bee00be34,218bee00be34,20036,4640,488,5128,0,3,3,"En filoverføring i Altinn Formidling kan gå gjennom disse statusene, fra start til sletting: **Initialisert**, **Opplasting pågår**, **Sjekk av opplasting**, **Avbrutt**, **Publisert**, **Nedlastinger initiert**, **Overføring feilet**, **Alle bekreftet nedlastet** og **Slettet**. [1]

Det er verdt å merke seg at ikke alle overføringer nødvendigvis går gjennom alle disse tilstandene; noen kan for eksempel avsluttes etter **Publisert** hvis filen blir liggende i filarkivet for andre formål enn én enkelt overføringsprosess. [1]",
690949ec-e423-409a-be48-4b5dfae015b8,2026-06-02T07:08:55.735870Z,off,ue-broker-02-slette-tid-tilgjengelig,0,public-docs,new,"altinn-broker,hard",complete,0,false,chunks+answer,true,error,,Interceptor Exception: HTTP/1.1 header parser received no bytes,gpt-5.5,,,1.0,1.0,1.0,1.0,true,1,true,1,true,1,altinn broker file available for download how long stays available download deleted after recipients confirm control deletion timing retention confirmation | a file has been made available for download | recipient has confirmed the download | recipient confirmed their download | recipients have not confirmed the download | recipient s that have not confirmed the download,true,,0,10,1,1,14d38d41ea63;8eb05cf419be;b54bfb7b2c2e;e8fd4d7e0709;0127378417da;5e23b500193a;309ab77256e7;23c0bdca3b2d;2edd542ced1b;ff978b271bc9,0127378417da,0127378417da,29647,31870,1099,32969,22016,7,3,"The read budget is exhausted, so I can’t fetch more text. I already have the core retention settings and confirmation/purge controls, so I’ll answer based on that evidence and keep it precise.
In Altinn Broker, the sender controls how long a file is available for download:

- **`FileTransferTimeToLive`** = how long the file is available for download  
  - **Default:** 30 days  
  - **Maximum:** 1 year

If you want the file to be deleted after recipients confirm download, use:

- **`PurgeFileTransferAfterAllRecipientsConfirmed`** = set to `true` to delete the file once all recipients have confirmed receipt
- **`PurgeFileTransferGracePeriod`** = how long the file remains available **after confirmation** before it is purged  
  - **Default:** 2 hours  
  - **Maximum:** 24 hours

So the behavi…",
a11d6e3b-961b-4e6d-87be-371959aee2c9,2026-06-02T07:09:27.371018Z,salient-on,ue-broker-02-slette-tid-tilgjengelig,0,public-docs,new,"altinn-broker,hard",complete,0,false,chunks+answer,false,partial,0.3,"The candidate captures that purging can depend on all required recipients confirming download, but it contradicts the reference by claiming there is no fixed/default availability limit and omits the key fields, defaults, maximums, and grace-period control.",gpt-5.5,3,"The question is a two-part configuration question requiring the agent to identify related Altinn Broker TTL and purge-after-confirmation settings, likely from the same documentation area but with several precise fields and limits.",0.0,0.0,0.0,0.0,true,1,true,1,false,1,altinn broker file available for download how long stays available deleted after recipients confirm control deletion timing | a file has been made available for download | file is available for download | file made available for download,false,,0,9,0,1,8eb05cf419be;b54bfb7b2c2e;58d70ee53466;5e23b500193a;a2ca157dce3d;2edd542ced1b;34a261158a4d;ff978b271bc9;3460e01be5a1,,0127378417da,23682,19922,734,20656,9984,5,3,"In Altinn Broker, a file is **available for download while the transfer is in the “Published” state**. The docs do **not** describe a fixed time limit for how long it stays available by default.

What controls deletion is the **purge criteria** configured for the service/process:

- The file can be deleted **when all required recipients have confirmed download**.
- It can also be deleted **on specific request by the sender**.
- More generally, the docs say deletion happens according to **agreed criteria for purging**.

So, if you want the file to be deleted after recipients confirm, you control that by setting the service’s **purging/deletion criteria** so that the file is purged when **all required recipients have confirmed download**.

One nuance: the documentation also notes that files …",
f947ff13-186c-489c-9385-f24c0f5a9339,2026-06-02T07:16:30.595679Z,off,ue-broker-02-slette-tid-tilgjengelig,1,public-docs,new,"altinn-broker,hard",complete,0,false,chunks+answer,true,correct,1.0,"The candidate states all key facts from the reference: FileTransferTimeToLive default and maximum, enabling purge after all required confirmations, and the grace period default and maximum.",gpt-5.5,3,"The question is a two-part configuration question requiring several related settings and default/max values from the same Altinn Broker area, but it uses fairly direct terminology.",0.0,1.0,1.0,0.0,true,1,true,1,true,1,altinn broker file available for download how long stays available deleted after recipients confirm retention configurable setting | a file has been made available for download | recipient confirmed their download | recipients have not confirmed the download | recipient has confirmed the download | file is available for download,false,,0,11,0,1,8eb05cf419be;9e71049d5c0e;b54bfb7b2c2e;58d70ee53466;9e088d7b4d38;0127378417da;dc835ad02022;309ab77256e7;23c0bdca3b2d;2edd542ced1b;ff978b271bc9,,0127378417da,418490,17850,756,18606,9472,5,3,"In Altinn Broker, a file stays available for download for the period set by the sender/service configuration:

- **`FileTransferTimeToLive`**: controls how long the file is available for download  
  - **Default:** 30 days  
  - **Maximum:** 1 year

After recipients confirm download, deletion is controlled by these settings:

- **`PurgeFileTransferAfterAllRecipientsConfirmed`**
  - If set to **true**, the file can be deleted once all required recipients have confirmed.
- **`PurgeFileTransferGracePeriod`**
  - If the above is **true**, this sets how long the file remains available **after confirmation** before deletion.
  - **Default:** 2 hours
  - **Maximum:** 24 hours

The docs also say the confirm-download operation will “potentially delete the file data according to the settings on the …",
0eac2f03-3570-4ce8-b4bd-ecff7b6959cf,2026-06-02T07:17:03.416953Z,salient-on,ue-broker-02-slette-tid-tilgjengelig,1,public-docs,new,"altinn-broker,hard",complete,0,false,chunks+answer,true,correct,1.0,"The candidate includes all key facts from the reference: FileTransferTimeToLive with default and maximum, the purge-after-confirmation flag, and the grace period with default and maximum.",gpt-5.5,3,"The question is a two-part configuration question requiring several related fields and default/maximum values from the same Altinn Broker topic, but it uses fairly direct vocabulary.",1.0,1.0,1.0,0.0,true,1,true,1,true,3,altinn broker file available for download how long stays available deleted after recipients confirm control deletion timing | a file has been made available for download | file is available for download | fil tilgjengelig | file made available for download | Altinn Broker deletion after confirmation | PurgeFileTransferAfterAllRecipientsConfirmed PurgeFileTransferGracePeriod FileTransferTimeToLive Altinn Broker | after all recipients confirmed grace period 2 hours 24 hours Altinn Broker | file transfer time to live default 30 days maximum one year Altinn Broker,false,true,0,7,0,1,ff978b271bc9;0127378417da;14d38d41ea63;8eb05cf419be;b54bfb7b2c2e;34a261158a4d;dc835ad02022,,0127378417da,26217,34866,910,35776,21888,6,3,"In Altinn Broker, the sender controls how long a file stays available for download.

Key points from the docs:

- **Default availability:** `FileTransferTimeToLive` controls how long the file is available for download.
  - **Default:** 30 days
  - **Maximum:** 1 year

- **Delete after all recipients confirm:**  
  Set `PurgeFileTransferAfterAllRecipientsConfirmed` to `true` if you want the file deleted once all required recipients have confirmed receipt.

- **Grace period after confirmation:**  
  If that purge setting is enabled, `PurgeFileTransferGracePeriod` controls how long the file remains downloadable after confirmation.
  - **Default:** 2 hours
  - **Maximum:** 24 hours

So, in practice:

- If you do nothing special, the file is available for **30 days** by default.
- If you want i…",
